id,image_url,image_format,link,title,date_from,date_to,description
a9617007,http://acms.sl.nsw.gov.au/_zoomify/2014/D24978/a9617007.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=1064124&suppress=N&imgindex=7,Alexandria,1880,1930,Sydney Subdivision Plan
a2813001,http://acms.sl.nsw.gov.au/_zoomify/2009/D03343/a2813001-zoom.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=1,"Cabramatta, The Beach Estate",1880,1930,Sydney Subdivision Plan
a2813002,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813002.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=2,"Cabramatta, Bonyrigg Park",1880,1930,Sydney Subdivision Plan
a2813003,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813003.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=3,"Cabramatta, Bonyrigg Park",1880,1930,Sydney Subdivision Plan
a2813004,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813004.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=4,"Cabramatta, Connewarre Estate",1880,1930,Sydney Subdivision Plan
a2813006,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813006.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=6,"Cabramatta, Cecil Park",1880,1930,Sydney Subdivision Plan
a2813007,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813007.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=7,"Cabramatta, Canley Vale, The Centre Estate",1880,1930,Sydney Subdivision Plan
a2813008,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813008.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=8,"Cabramatta, Connewarre Estate",1880,1930,Sydney Subdivision Plan
a2813009,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813009.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=9,"Cabramatta, Township",1880,1930,Sydney Subdivision Plan
a2813010,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813010.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=10,"Cabramatta, great St Railway",1880,1930,Sydney Subdivision Plan
a2813015,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813015.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=15,"Cabramatta, Township",1880,1930,Sydney Subdivision Plan
a2813018,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813018.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=18,"Cabramatta, The New Township",1880,1930,Sydney Subdivision Plan
a2813050,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813050.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=50,"Cabramatta, Canley Vale",1880,1930,Sydney Subdivision Plan
a2813051,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813051.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=51,"Cabramatta, Cabramatta Hill",1880,1930,Sydney Subdivision Plan
a2813054,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813054.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=54,Cabramatta,1880,1930,Sydney Subdivision Plan
a2813055,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813055.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=55,"Cabramatta, Cabramatta Park",1880,1930,Sydney Subdivision Plan
a2813059,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813059.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=59,"Cabramatta, Edensor Park",1880,1930,Sydney Subdivision Plan
a2813061,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813061.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=61,"Cabramatta, Fairview",1880,1930,Sydney Subdivision Plan
a2813062,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813062.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=62,"Cabramatta, Goodwood Estate",1880,1930,Sydney Subdivision Plan
a2813063,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813063.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=63,"Cabramatta, Warwick Farm, Grafton Estate",1880,1930,Sydney Subdivision Plan
a2813064,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813064.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=64,"Cabramatta, Ickleton Farms",1880,1930,Sydney Subdivision Plan
a2813066,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813066.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=66,Hoxton Park,1880,1930,Sydney Subdivision Plan
a2813067,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813067.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=67,"Cabramatta, Kaloola Estate",1880,1930,Sydney Subdivision Plan
a2813069,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813069.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=69,"Cabramatta, Kiandra Estate",1880,1930,Sydney Subdivision Plan
a2813070,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813070.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=70,"Cabramatta, Longfield Estate",1880,1930,Sydney Subdivision Plan
a2813071,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813071.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=71,Georges Hall,1880,1930,Sydney Subdivision Plan
a2813072,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813072.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=72,"Cabramatta, Longfield Estate",1880,1930,Sydney Subdivision Plan
a2813074,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813074.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=74,"Mulgoa, Mount Lewis",1880,1930,Sydney Subdivision Plan
a2813076,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813076.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=76,"Smithfield, St John's Park",1880,1930,Sydney Subdivision Plan
a2813077,http://acms.sl.nsw.gov.au/_zoomify/2015/D33842/a2813077.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=889693&suppress=N&imgindex=77,"Cabramatta, Riverside Estate",1880,1930,Sydney Subdivision Plan
a3209001,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209001.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=11,"Maroubra, Junction",1880,1930,Sydney Subdivision Plan
a3209002,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209002.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=12,"Maroubra, Tower of Long Bay",1880,1930,Sydney Subdivision Plan
a3209003,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209003.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=16,Maroubra,1880,1930,Sydney Subdivision Plan
a3209004,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209004.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=15,Maroubra,1880,1930,Sydney Subdivision Plan
a3209006,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209006.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=13,"Maroubra, Bunnerong Farm",1880,1930,Sydney Subdivision Plan
a3209014,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209014.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=3,Maroubra Junction,1880,1930,Sydney Subdivision Plan
a3209017,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209017.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=8,"Maroubra, Dudley park No. 2",1880,1930,Sydney Subdivision Plan
a3209019,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209019.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=20,Maroubra,1880,1930,Sydney Subdivision Plan
a3209020,http://acms.sl.nsw.gov.au/_zoomify/2009/D04259/a3209020.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=890087&suppress=N&imgindex=19,"Maroubra, Beach",1880,1930,Sydney Subdivision Plan
a3383001,http://acms.sl.nsw.gov.au/_zoomify/2010/D07406/a3383001.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=940062&suppress=N&imgindex=1,"Castle Hill, Darcey Hey Estate",1880,1930,Sydney Subdivision Plan
a4356001,http://acms.sl.nsw.gov.au/_zoomify/2014/D29098/c010450011.html,Zoomify,http://acms.sl.nsw.gov.au/_zoomify/2014/D29098/c010450010.html,Ashfield Wattle Hill,1880,1930,Sydney Subdivision Plan
a5371001,http://acms.sl.nsw.gov.au/_zoomify/2012/D14408/a5371001.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=75,Canterbury Goodlet's Estate,1880,1930,Sydney Subdivision Plan
a5371007,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371007.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=4,"Canterbury, Redman's Allotments",1880,1930,Sydney Subdivision Plan
a5371008,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371008.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=5,"Canterbury, Mills Pile and Gilchrist",1880,1930,Sydney Subdivision Plan
a5371014,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371014.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=11,"Canterbury, Wonga Estate",1880,1930,Sydney Subdivision Plan
a5371018,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371018.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=15,"Canterbury, Redman's Estate",1880,1930,Sydney Subdivision Plan
a5371021,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371021.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=18,"Canterbury, Campsie Park Estate",1880,1930,Sydney Subdivision Plan
a5371025,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371025.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=22,"Canterbury, Redman's Estate Mills and Pile",1880,1930,Sydney Subdivision Plan
a5371030,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371030.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=27,"Canterbury, Silver Park Estate",1880,1930,Sydney Subdivision Plan
a5371036,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371036.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=33,"Canterbury, Mildura Estate",1880,1930,Sydney Subdivision Plan
a5371038,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371038.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=35,"Canterbury, Campsie Park Estate",1880,1930,Sydney Subdivision Plan
a5371042,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371042.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=39,"Canterbury, Glenmore Central Estate",1880,1930,Sydney Subdivision Plan
a5371043,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371043.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=40,"Canterbury, Taybank Estate",1880,1930,Sydney Subdivision Plan
a5371044,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371044.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=41,"Canterbury, Northcote Estate",1880,1930,Sydney Subdivision Plan
a5371045,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371045.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=42,"Canterbury, Moorefields Estate",1880,1930,Sydney Subdivision Plan
a5371047,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371047.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=44,"Canterbury, Earlwood Estate",1880,1930,Sydney Subdivision Plan
a5371051,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371051.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=48,"Canterbury, Brixton Hill Estate",1880,1930,Sydney Subdivision Plan
a5371055,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371055.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=52,"Campsie, Harcourt Estate",1880,1930,Sydney Subdivision Plan
a5371057,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371057.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=54,"Canterbury, Henbury Estate",1880,1930,Sydney Subdivision Plan
a5371058,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371058.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=55,"Canterbury, South Ashfield, Goodlet Estate",1880,1930,Sydney Subdivision Plan
a5371059,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371059.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=56,"Canterbury, Ashfield, Goodlet Estate",1880,1930,Sydney Subdivision Plan
a5371060,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371060.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=57,"Ashfield South, Canterbury House, Goodlet Estate",1880,1930,Sydney Subdivision Plan
a5371064,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371064.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=61,"Earlwood, Terminus Estate",1880,1930,Sydney Subdivision Plan
a5371066,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=63,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=63,"Canterbury, Strathfield, William Redman Estate",1880,1930,Sydney Subdivision Plan
a5371071,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371071.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=68,"Canterbury, Golden Park Estate",1880,1930,Sydney Subdivision Plan
a5371072,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371072.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=69,"Earlwood, Clarke's Estate",1880,1930,Sydney Subdivision Plan
a5371073,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371073.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=70,"Canterbury, Belmore",1880,1930,Sydney Subdivision Plan
a5371073,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371073.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=70,"Canterbury, Belmore",1880,1930,Sydney Subdivision Plan
a5371077,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371077.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=74,"Campsie, Town Hall Estate",1880,1930,Sydney Subdivision Plan
a5371078,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371078.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=78,"Campsie, Clissold's Estate",1880,1930,Sydney Subdivision Plan
a5371079,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371079.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=79,"Canterbury, Woolcott Estate",1880,1930,Sydney Subdivision Plan
a5371080,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371080.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=80,"Canterbury, Clissold's Estate",1880,1930,Sydney Subdivision Plan
a5371082,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371082.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=82,Canterbury heights,1880,1930,Sydney Subdivision Plan
a5371089,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371089.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=89,"Canterbury, Fitzroy Park",1880,1930,Sydney Subdivision Plan
a5371091,http://acms.sl.nsw.gov.au/_zoomify/2015/D34471/a5371091.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=957987&suppress=N&imgindex=91,"Hurleston Park, Wattle Hill Estate",1880,1930,Sydney Subdivision Plan
a6883003,http://acms.sl.nsw.gov.au/_zoomify/2013/D17948/a6883003.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=17,"Botany, Dudley Suburb",1880,1930,Sydney Subdivision Plan
a6883007,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883007.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=7,"Botany, Sandgate Estate",1880,1930,Sydney Subdivision Plan
a6883008,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883008.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=8,"Botany, Banks Hill",1880,1930,Sydney Subdivision Plan
a6883009,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883009.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=9,Botany,1880,1930,Sydney Subdivision Plan
a6883010,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883010.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=10,Botany Gordon's Grant,1880,1930,Sydney Subdivision Plan
a6883012,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883012.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=12,"Botany, Dudley Suburb",1880,1930,Sydney Subdivision Plan
a6883014,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883014.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=18,"Botany, Hancock's Garden",1880,1930,Sydney Subdivision Plan
a6883016,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883016.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=20,"Rnadwick, Bunerong Road",1880,1930,Sydney Subdivision Plan
a6883017,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883017.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=21,"Botany, Bay View Estate",1880,1930,Sydney Subdivision Plan
a6883019,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883019.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=23,"Botany, Edward Lord's Estate",1880,1930,Sydney Subdivision Plan
a6883020,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883020.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=24,"Botany , Malcolm's Estate",1880,1930,Sydney Subdivision Plan
a6883023,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883023.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=27,"Botany, Sandgate Estate",1880,1930,Sydney Subdivision Plan
a6883033,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883033.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=37,"Botany, Trevelyan Estate",1880,1930,Sydney Subdivision Plan
a6883034,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883034.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=38,"Botany, Market garden Sites",1880,1930,Sydney Subdivision Plan
a6883036,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883036.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=40,"Botany, Park Estate",1880,1930,Sydney Subdivision Plan
a6883039,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883039.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=43,"Botany, Wolseley Estate",1880,1930,Sydney Subdivision Plan
a6883040,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883040.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=44,"Rockdale, Old Sewage Farm",1880,1930,Sydney Subdivision Plan
a6883046,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883046.html,Zoomify,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883046.html,"Botany, Jones Estate",1880,1930,Sydney Subdivision Plan
a6883051,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883051.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=55,"Botany, Hatfields Grant",1880,1930,Sydney Subdivision Plan
a6883067,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883067.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=71,Botany,1880,1930,Sydney Subdivision Plan
a6883083,http://acms.sl.nsw.gov.au/_zoomify/2015/D33835/a6883083.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=87,"Botany, Dougherty's Estate",1880,1930,Sydney Subdivision Plan
a6883177,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=1,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=1,"Botany, Sir Joseph Banks Estate",1880,1930,Sydney Subdivision Plan
a6883178,http://acms.sl.nsw.gov.au/_zoomify/2015/D34839/a6883178.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=2,"Botany, Hale Estate",1880,1930,Sydney Subdivision Plan
a6883179,http://acms.sl.nsw.gov.au/_zoomify/2015/D34839/a6883179.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=3,"Botany, Jones Subdivision",1880,1930,Sydney Subdivision Plan
a6883180,http://acms.sl.nsw.gov.au/_zoomify/2015/D34839/a6883180.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=4,Randwick,1880,1930,Sydney Subdivision Plan
a6883181,http://acms.sl.nsw.gov.au/_zoomify/2015/D34839/a6883181.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=930880&suppress=N&imgindex=5,"Botany, Sandgate Estate",1880,1930,Sydney Subdivision Plan
a9613001,http://acms.sl.nsw.gov.au/_zoomify/2014/D24970/a9613001.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=1064120&suppress=N&imgindex=1,Manly Cove,1880,1930,Sydney Subdivision Plan
a9613004,http://acms.sl.nsw.gov.au/_zoomify/2014/D24970/a9613004.html,Zoomify,http://archival-classic.sl.nsw.gov.au/album/ItemViewer.aspx?itemid=1064120&suppress=N&imgindex=4,Manly,1880,1930,Sydney Subdivision Plan
