id,postcode,suburb,state,latitude,longitude
398,1001,Sydney,NSW,-33.790,151.270
399,1002,Sydney,NSW,-33.790,151.270
400,1003,Sydney,NSW,-33.790,151.270
401,1004,Sydney,NSW,-33.790,151.270
402,1005,Sydney,NSW,-33.790,151.270
403,1006,Sydney,NSW,-33.790,151.270
404,1007,Sydney,NSW,-33.790,151.270
405,1008,Sydney,NSW,-33.790,151.270
406,1009,Sydney,NSW,-33.790,151.270
407,1010,Sydney,NSW,-33.790,151.270
408,1011,Sydney,NSW,-33.790,151.270
409,1020,Sydney,NSW,-33.790,151.270
410,1021,Sydney,NSW,-33.790,151.270
411,1022,Sydney,NSW,-33.790,151.270
412,1023,Sydney,NSW,-33.790,151.270
413,1025,Sydney,NSW,-33.790,151.270
414,1026,Sydney,NSW,-33.790,151.270
415,1027,Sydney,NSW,-33.790,151.270
416,1028,Sydney,NSW,-33.790,151.270
417,1029,Sydney,NSW,-33.790,151.270
418,1030,Sydney,NSW,-33.790,151.270
419,1031,Sydney,NSW,-33.790,151.270
420,1032,Sydney,NSW,-33.660,150.870
421,1033,Sydney,NSW,-33.790,151.270
422,1034,Sydney,NSW,-33.790,151.270
423,1035,Sydney,NSW,-33.790,151.270
424,1036,Sydney,NSW,-33.790,151.270
425,1037,Sydney,NSW,-33.790,151.270
426,1038,Sydney,NSW,-33.790,151.270
427,1039,Sydney,NSW,-33.790,151.270
428,1040,Sydney,NSW,-33.790,151.270
429,1041,Sydney,NSW,-33.790,151.270
430,1042,Sydney,NSW,-33.790,151.270
431,1043,Sydney,NSW,-33.790,151.270
432,1044,Sydney,NSW,-33.790,151.270
433,1045,Sydney,NSW,-33.790,151.270
434,1046,Sydney,NSW,-33.790,151.270
435,1100,Sydney,NSW,-33.790,151.270
436,1101,Sydney,NSW,-33.790,151.270
437,1105,Sydney,NSW,-33.790,151.270
438,1106,Sydney,NSW,-33.790,151.270
439,1107,Sydney,NSW,-33.790,151.270
440,1108,Sydney,NSW,-33.790,151.270
441,1109,Sydney,NSW,-33.790,151.270
442,1110,Sydney,NSW,-33.790,151.270
443,1112,Sydney,NSW,-33.790,151.270
444,1113,Sydney,NSW,-33.790,151.270
445,1114,Sydney,NSW,-33.790,151.270
446,1115,Sydney,NSW,-33.790,151.270
447,1116,Sydney,NSW,-33.670,150.870
448,1117,Sydney,NSW,-33.660,150.870
449,1118,Sydney,NSW,-33.790,151.270
450,1119,Sydney,NSW,-33.790,151.270
451,1120,Sydney,NSW,-33.790,151.270
452,1121,Sydney,NSW,-33.790,151.270
453,1122,Sydney,NSW,-33.790,151.270
454,1123,Sydney,NSW,-33.790,151.270
455,1124,Sydney,NSW,-33.790,151.270
456,1125,Sydney,NSW,-33.790,151.270
457,1126,Sydney,NSW,-33.790,151.270
458,1127,Sydney,NSW,-33.790,151.270
459,1128,Sydney,NSW,-33.790,151.270
460,1129,Sydney,NSW,-33.790,151.270
461,1130,Sydney,NSW,-33.790,151.270
462,1131,Sydney,NSW,-33.790,151.270
463,1132,Sydney,NSW,-33.660,150.870
464,1133,Sydney,NSW,-33.790,151.270
465,1134,Sydney,NSW,-33.790,151.270
466,1135,Sydney,NSW,-33.790,151.270
467,1136,Sydney,NSW,-33.790,151.270
468,1137,Sydney,NSW,-33.790,151.270
469,1138,Sydney,NSW,-33.790,151.270
470,1139,Sydney,NSW,-33.790,151.270
471,1140,Sydney,NSW,-33.790,151.270
472,1141,Sydney,NSW,-33.790,151.270
473,1142,Sydney,NSW,-33.790,151.270
474,1143,Sydney,NSW,-33.790,151.270
475,1144,Sydney,NSW,-33.790,151.270
476,1145,Sydney,NSW,-33.790,151.270
477,1146,Sydney,NSW,-33.790,151.270
478,1147,Sydney,NSW,-33.790,151.270
479,1148,Sydney,NSW,-33.790,151.270
480,1149,Sydney,NSW,-33.790,151.270
481,1150,Sydney,NSW,-33.790,151.270
482,1151,Sydney,NSW,-33.790,151.270
483,1152,Sydney,NSW,-33.790,151.270
484,1153,Sydney,NSW,-33.790,151.270
485,1154,Sydney,NSW,-33.790,151.270
486,1155,Sydney,NSW,-33.790,151.270
487,1156,Sydney,NSW,-33.790,151.270
488,1157,Sydney,NSW,-33.790,151.270
489,1158,Sydney,NSW,-33.790,151.270
490,1159,Sydney,NSW,-33.790,151.270
491,1160,Sydney,NSW,-33.790,151.270
492,1161,Sydney,NSW,-33.790,151.270
493,1162,Sydney,NSW,-33.790,151.270
494,1163,Sydney,NSW,-33.790,151.270
495,1164,Sydney,NSW,-33.790,151.270
496,1165,Sydney,NSW,-33.790,151.270
497,1166,Sydney,NSW,-33.790,151.270
498,1167,Sydney,NSW,-33.790,151.270
499,1168,Sydney,NSW,-33.790,151.270
500,1169,Sydney,NSW,-33.790,151.270
501,1170,Sydney,NSW,-33.790,151.270
502,1171,Sydney,NSW,-33.790,151.270
503,1172,Sydney,NSW,-33.790,151.270
504,1173,Sydney,NSW,-33.790,151.270
505,1174,Sydney,NSW,-33.790,151.270
506,1175,Sydney,NSW,-33.790,151.270
507,1176,Sydney,NSW,-33.790,151.270
508,1177,Sydney,NSW,-33.790,151.270
509,1178,Sydney,NSW,-33.790,151.270
510,1179,Sydney,NSW,-33.790,151.270
511,1180,Sydney,NSW,-33.790,151.270
512,1181,Sydney,NSW,-33.790,151.270
513,1182,Sydney,NSW,-33.790,151.270
514,1183,Sydney,NSW,-33.790,151.270
515,1184,Sydney,NSW,-33.790,151.270
516,1185,Sydney,NSW,-33.790,151.270
517,1186,Sydney,NSW,-33.790,151.270
518,1187,Sydney,NSW,-33.790,151.270
519,1188,Sydney,NSW,-33.790,151.270
520,1189,Sydney,NSW,-33.790,151.270
521,1190,Sydney,NSW,-33.790,151.270
522,1191,Sydney,NSW,-33.790,151.270
523,1192,Sydney,NSW,-34.790,147.690
524,1193,Sydney,NSW,-33.790,151.270
525,1194,Sydney,NSW,-33.790,151.270
526,1195,Sydney,NSW,-33.790,151.270
527,1196,Sydney,NSW,-33.790,151.270
528,1197,Sydney,NSW,-33.790,151.270
529,1198,Sydney,NSW,-33.790,151.270
530,1199,Sydney,NSW,-33.790,151.270
531,1200,Sydney,NSW,-33.790,151.270
532,1201,Sydney,NSW,-33.790,151.270
533,1202,Sydney,NSW,-33.790,151.270
534,1203,Sydney,NSW,-33.790,151.270
535,1204,Sydney,NSW,-33.790,151.270
536,1205,Sydney,NSW,-33.790,151.270
537,1206,Sydney,NSW,-33.790,151.270
538,1207,Sydney,NSW,-33.790,151.270
539,1208,Haymarket,NSW,-29.820,151.660
540,1209,"Australia Square",NSW,-33.890,151.180
541,1210,"Australia Square",NSW,-33.890,151.180
542,1211,"Australia Square",NSW,-33.890,151.180
543,1212,"Australia Square",NSW,-33.890,151.180
544,1213,"Australia Square",NSW,-33.890,151.180
545,1214,"Australia Square",NSW,-33.890,151.180
546,1215,"Australia Square",NSW,-33.890,151.180
547,1216,"Grosvenor Place",NSW,-33.740,151.030
548,1217,"Grosvenor Place",NSW,-33.740,151.030
549,1218,"Grosvenor Place",NSW,-33.740,151.030
550,1219,"Grosvenor Place",NSW,-33.740,151.030
551,1220,"Grosvenor Place",NSW,-33.740,151.030
552,1221,"Royal Exchange",NSW,-33.870,151.210
553,1222,"Royal Exchange",NSW,-33.870,151.210
554,1223,"Royal Exchange",NSW,-33.870,151.210
555,1224,"Royal Exchange",NSW,-33.870,151.210
556,1225,"Royal Exchange",NSW,-33.870,151.210
557,1226,"Queen Victoria Building",NSW,-33.870,151.210
558,1227,"Queen Victoria Building",NSW,-33.870,151.210
559,1228,"Queen Victoria Building",NSW,-33.870,151.210
560,1229,"Queen Victoria Building",NSW,-33.870,151.210
561,1230,"Queen Victoria Building",NSW,-33.870,151.210
562,1231,"Sydney South",NSW,-33.820,151.040
563,1232,"Sydney South",NSW,-33.820,151.040
564,1233,"Sydney South",NSW,-33.820,151.040
565,1234,"Sydney South",NSW,-33.820,151.040
566,1235,"Sydney South",NSW,-33.820,151.040
567,1236,Haymarket,NSW,-29.820,151.660
568,1237,Haymarket,NSW,-29.820,151.660
569,1238,Haymarket,NSW,-29.820,151.660
570,1239,Haymarket,NSW,-29.820,151.660
571,1240,Haymarket,NSW,-29.820,151.660
572,1291,Sydney,NSW,-33.790,151.270
573,1292,Sydney,NSW,-33.790,151.270
574,1293,Sydney,NSW,-33.790,151.270
575,1294,Sydney,NSW,-33.790,151.270
576,1295,Sydney,NSW,-33.790,151.270
577,1296,Sydney,NSW,-33.790,151.270
578,1297,Sydney,NSW,-33.790,151.270
579,1298,Sydney,NSW,-33.790,151.270
580,1299,Sydney,NSW,-33.790,151.270
581,1300,Darlinghurst,NSW,-33.880,151.220
582,1311,"Eastern Suburbs MC",NSW,0.000,0.000
583,1312,"Eastern Suburbs MC",NSW,0.000,0.000
584,1313,"Eastern Suburbs MC",NSW,0.000,0.000
585,1314,"Eastern Suburbs MC",NSW,0.000,0.000
586,1315,"Eastern Suburbs MC",NSW,0.000,0.000
587,1316,"Eastern Suburbs MC",NSW,0.000,0.000
588,1317,"Eastern Suburbs MC",NSW,0.000,0.000
589,1318,"Eastern Suburbs MC",NSW,0.000,0.000
590,1319,"Eastern Suburbs MC",NSW,0.000,0.000
591,1320,"Eastern Suburbs MC",NSW,0.000,0.000
592,1321,"Eastern Suburbs MC",NSW,0.000,0.000
593,1322,"Eastern Suburbs MC",NSW,0.000,0.000
594,1323,"Eastern Suburbs MC",NSW,0.000,0.000
595,1324,"Eastern Suburbs MC",NSW,0.000,0.000
596,1325,"Eastern Suburbs MC",NSW,0.000,0.000
597,1326,"Eastern Suburbs MC",NSW,0.000,0.000
598,1327,"Eastern Suburbs MC",NSW,0.000,0.000
599,1328,"Eastern Suburbs MC",NSW,0.000,0.000
600,1329,"Eastern Suburbs MC",NSW,0.000,0.000
601,1330,"Eastern Suburbs MC",NSW,0.000,0.000
602,1331,"Eastern Suburbs MC",NSW,0.000,0.000
603,1332,"Eastern Suburbs MC",NSW,0.000,0.000
604,1333,"Eastern Suburbs MC",NSW,0.000,0.000
605,1334,"Eastern Suburbs MC",NSW,0.000,0.000
606,1335,"Potts Point",NSW,-33.820,151.120
607,1340,"Kings Cross",NSW,-35.540,148.020
608,1350,Woollahra,NSW,0.000,0.000
609,1355,"Bondi Junction",NSW,-33.890,151.260
610,1360,"Double Bay",NSW,-33.880,151.240
611,1391,"Ato Activity Statements",NSW,0.000,0.000
612,1401,Broadway,NSW,-33.880,151.200
613,1416,"Southern Suburbs MC",NSW,0.000,0.000
614,1419,"Southern Suburbs MC",NSW,0.000,0.000
615,1420,"Strawberry Hills",NSW,-33.730,150.930
616,1422,"Strawberry Hills",NSW,-33.730,150.930
617,1423,"Strawberry Hills",NSW,-33.730,150.930
618,1424,"Strawberry Hills",NSW,-33.730,150.930
619,1425,"Strawberry Hills",NSW,-33.730,150.930
620,1426,"Strawberry Hills",NSW,-33.730,150.930
621,1427,"Strawberry Hills",NSW,-33.730,150.930
622,1428,"Strawberry Hills",NSW,-33.730,150.930
623,1429,"Strawberry Hills",NSW,-33.730,150.930
624,1430,Eveleigh,NSW,-33.890,151.200
625,1435,Alexandria,NSW,-33.710,151.110
626,1440,Waterloo,NSW,-33.900,151.060
627,1441,Waterloo,NSW,-33.900,151.060
628,1445,Rosebery,NSW,-34.080,151.010
629,1450,Camperdown,NSW,-30.310,153.140
630,1455,Botany,NSW,-33.950,151.200
631,1460,Mascot,NSW,-33.930,151.210
632,1465,Kensington,NSW,-33.890,151.140
633,1466,"Unsw Sydney",NSW,-33.910,151.230
634,1470,Drummoyne,NSW,-33.840,151.150
635,1475,Marrickville,NSW,-33.910,151.150
636,1476,Marrickville,NSW,-33.910,151.150
637,1480,Kingsgrove,NSW,-33.940,151.100
638,1481,"Hurstville BC",NSW,0.000,0.000
639,1484,"Kingsgrove DC",NSW,0.000,0.000
640,1485,Kogarah,NSW,0.000,0.000
641,1487,Kogarah,NSW,0.000,0.000
642,1490,Miranda,NSW,-34.040,151.110
643,1493,Hurstville,NSW,-33.980,151.090
644,1495,Caringbah,NSW,-34.050,151.120
645,1499,Sutherland,NSW,-34.020,151.060
646,1515,"West Chatswood",NSW,-33.820,151.210
647,1560,Northbridge,NSW,0.000,0.000
648,1565,"Milsons Point",NSW,-33.870,151.190
649,1570,Artarmon,NSW,-33.810,151.190
650,1582,"Crows Nest",NSW,-33.830,151.200
651,1585,"Crows Nest",NSW,-33.830,151.200
652,1590,"St Leonards",NSW,-33.290,151.470
653,1595,"Lane Cove",NSW,-33.790,151.190
654,1597,"Lane Cove",NSW,-33.790,151.190
655,1602,"Lane Cove DC",NSW,0.000,0.000
656,1608,"Lane Cove DC",NSW,0.000,0.000
657,1610,"Lane Cove DC",NSW,0.000,0.000
658,1611,"Lane Cove DC",NSW,0.000,0.000
659,1630,Hornsby,NSW,-33.710,151.100
660,1635,"Hornsby Westfield",NSW,0.000,0.000
661,1639,"Frenchs Forest",NSW,-33.790,151.250
662,1640,"Frenchs Forest",NSW,-33.790,151.250
663,1655,Manly,NSW,-33.330,151.510
664,1658,"Mona Vale",NSW,-33.700,151.220
665,1660,"Mona Vale",NSW,-33.700,151.220
666,1670,"North Ryde BC",NSW,0.000,0.000
667,1675,Gladesville,NSW,-33.830,151.140
668,1680,Ryde,NSW,-33.760,151.140
669,1685,"West Ryde",NSW,-33.800,151.090
670,1690,"Northern Suburbs MC",NSW,0.000,0.000
671,1691,"Northern Suburbs MC",NSW,0.000,0.000
672,1692,"Northern Suburbs MC",NSW,0.000,0.000
673,1693,"Northern Suburbs MC",NSW,0.000,0.000
674,1694,"Northern Suburbs MC",NSW,0.000,0.000
675,1695,"Northern Suburbs MC",NSW,0.000,0.000
676,1696,"Northern Suburbs MC",NSW,0.000,0.000
677,1697,"Northern Suburbs MC",NSW,0.000,0.000
678,1698,"Northern Suburbs MC",NSW,0.000,0.000
679,1699,"Northern Suburbs MC",NSW,0.000,0.000
680,1700,Ermington,NSW,-33.950,151.210
681,1701,"Rydalmere BC",NSW,0.000,0.000
682,1710,Epping,NSW,-33.780,151.120
683,1712,Epping,NSW,-33.780,151.120
684,1715,"Pennant Hills",NSW,-33.760,151.050
685,1730,"Seven Hills",NSW,-33.760,150.970
686,1740,Parramatta,NSW,-33.890,151.140
687,1741,Parramatta,NSW,-33.890,151.140
688,1750,"North Parramatta",NSW,-33.860,151.020
689,1755,"Baulkham Hills",NSW,-33.770,150.970
690,1765,"Castle Hill",NSW,-33.740,151.030
691,1771,"Pennant Hills",NSW,-33.760,151.050
692,1781,"Seven Hills MC",NSW,0.000,0.000
693,1790,"St Marys",NSW,-33.860,151.200
694,1797,"Penrith South DC",NSW,0.000,0.000
695,1800,Ashfield,NSW,-34.100,150.780
696,1805,Burwood,NSW,-33.890,151.100
697,1811,Silverwater,NSW,-33.820,151.050
698,1816,Strathfield,NSW,-33.880,151.090
699,1819,Strathfield,NSW,-33.880,151.090
700,1825,Lidcombe,NSW,0.000,0.000
701,1826,Lidcombe,NSW,0.000,0.000
702,1830,Granville,NSW,-33.860,150.950
703,1831,Granville,NSW,-33.860,150.950
704,1835,Auburn,NSW,-33.880,151.020
705,1848,Guildford,NSW,-33.850,150.970
706,1851,"Wetherill Park DC",NSW,0.000,0.000
707,1860,Fairfield,NSW,-33.850,150.960
708,1871,Liverpool,NSW,-33.890,151.100
709,1875,Moorebank,NSW,-33.950,150.920
710,1885,Bankstown,NSW,-33.910,151.020
711,1888,Bankstown,NSW,-33.910,151.020
712,1890,Ingleburn,NSW,-33.960,150.800
713,1891,Milperra,NSW,-33.930,151.000
714,1900,"Leightonfield MC",NSW,0.000,0.000
715,1902,"Leightonfield MC",NSW,0.000,0.000
716,2000,Barangaroo,NSW,-33.860,151.210
717,2000,"Dawes Point",NSW,-33.860,151.210
718,2000,Haymarket,NSW,-33.860,151.210
719,2000,"Millers Point",NSW,-33.860,151.210
720,2000,"Parliament House",NSW,-33.860,151.210
721,2000,Sydney,NSW,-33.860,151.210
722,2000,"Sydney South",NSW,-33.860,151.210
723,2000,"The Rocks",NSW,-33.860,151.210
724,2001,Sydney,NSW,-33.790,151.270
725,2002,"World Square",NSW,-35.970,146.410
726,2004,"Alexandria MC",NSW,0.000,0.000
727,2004,"Eastern Suburbs MC",NSW,0.000,0.000
728,2006,"The University Of Sydney",NSW,-33.890,151.190
729,2007,Broadway,NSW,-33.880,151.200
730,2007,Ultimo,NSW,-33.880,151.200
731,2008,Chippendale,NSW,-33.890,151.200
732,2008,Darlington,NSW,-33.890,151.200
733,2009,Pyrmont,NSW,-33.870,151.190
734,2010,Darlinghurst,NSW,-33.880,151.220
735,2010,"Surry Hills",NSW,-33.880,151.220
736,2011,"Elizabeth Bay",NSW,-33.870,151.230
737,2011,"Hmas Kuttabul",NSW,-33.870,151.230
738,2011,"Potts Point",NSW,-33.870,151.230
739,2011,"Rushcutters Bay",NSW,-33.870,151.230
740,2011,Woolloomooloo,NSW,-33.870,151.230
741,2012,"Strawberry Hills",NSW,-33.730,150.930
742,2013,"Strawberry Hills",NSW,-33.730,150.930
743,2015,Alexandria,NSW,-33.900,151.200
744,2015,Beaconsfield,NSW,-33.900,151.200
745,2015,Eveleigh,NSW,-33.900,151.200
746,2016,Redfern,NSW,-33.890,151.200
747,2017,Waterloo,NSW,-33.900,151.210
748,2017,Zetland,NSW,-33.900,151.210
749,2018,Eastlakes,NSW,-33.930,151.210
750,2018,Rosebery,NSW,-33.930,151.210
751,2019,Banksmeadow,NSW,-33.960,151.210
752,2019,Botany,NSW,-33.960,151.210
753,2020,Mascot,NSW,-33.930,151.190
754,2020,"Sydney Domestic Airport",NSW,-33.930,151.190
755,2020,"Sydney International Airport",NSW,-33.930,151.190
756,2021,"Centennial Park",NSW,-33.890,151.220
757,2021,"Moore Park",NSW,-33.890,151.220
758,2021,Paddington,NSW,-33.890,151.220
759,2022,"Bondi Junction",NSW,-33.890,151.250
760,2022,"Bondi Junction Plaza",NSW,-33.890,151.250
761,2022,"Queens Park",NSW,-33.890,151.250
762,2023,"Bellevue Hill",NSW,-33.890,151.260
763,2024,Bronte,NSW,-33.900,151.260
764,2024,Waverley,NSW,-33.900,151.260
765,2025,Woollahra,NSW,-33.890,151.240
766,2026,Bondi,NSW,-33.890,151.260
767,2026,"Bondi Beach",NSW,-33.890,151.260
768,2026,"North Bondi",NSW,-33.890,151.260
769,2026,Tamarama,NSW,-33.890,151.260
770,2027,"Darling Point",NSW,-33.870,151.240
771,2027,Edgecliff,NSW,-33.870,151.240
772,2027,"Hmas Rushcutters",NSW,-33.870,151.240
773,2027,"Point Piper",NSW,-33.870,151.240
774,2028,"Double Bay",NSW,-33.880,151.240
775,2029,"Rose Bay",NSW,-33.870,151.280
776,2030,"Dover Heights",NSW,-33.870,151.280
777,2030,"Hmas Watson",NSW,-33.870,151.280
778,2030,"Rose Bay North",NSW,-33.870,151.280
779,2030,Vaucluse,NSW,-33.870,151.280
780,2030,"Watsons Bay",NSW,-33.870,151.280
781,2031,Clovelly,NSW,-33.910,151.260
782,2031,"Clovelly West",NSW,-33.910,151.260
783,2031,Randwick,NSW,-33.910,151.260
784,2031,"St Pauls",NSW,-33.910,151.260
785,2032,Daceyville,NSW,-33.930,151.230
786,2032,Kingsford,NSW,-33.930,151.230
787,2033,Kensington,NSW,-33.910,151.220
788,2034,Coogee,NSW,-33.920,151.250
789,2034,"South Coogee",NSW,-33.920,151.250
790,2035,Maroubra,NSW,-33.950,151.240
791,2035,"Maroubra South",NSW,-33.950,151.240
792,2035,Pagewood,NSW,-33.950,151.240
793,2036,Chifley,NSW,-33.980,151.240
794,2036,Eastgardens,NSW,-33.980,151.240
795,2036,Hillsdale,NSW,-33.980,151.240
796,2036,"La Perouse",NSW,-33.980,151.240
797,2036,"Little Bay",NSW,-33.980,151.240
798,2036,Malabar,NSW,-33.980,151.240
799,2036,Matraville,NSW,-33.980,151.240
800,2036,"Phillip Bay",NSW,-33.980,151.240
801,2036,"Port Botany",NSW,-33.980,151.240
802,2037,"Forest Lodge",NSW,-33.880,151.180
803,2037,Glebe,NSW,-33.880,151.180
804,2038,Annandale,NSW,-33.880,151.170
805,2039,Rozelle,NSW,-33.860,151.170
806,2040,Leichhardt,NSW,-33.880,151.160
807,2040,Lilyfield,NSW,-33.880,151.160
808,2041,Balmain,NSW,-33.860,151.180
809,2041,"Balmain East",NSW,-33.860,151.180
810,2041,Birchgrove,NSW,-33.860,151.180
811,2042,Enmore,NSW,-33.900,151.170
812,2042,Newtown,NSW,-33.900,151.170
813,2043,Erskineville,NSW,-33.900,151.190
814,2044,"St Peters",NSW,-33.910,151.180
815,2044,Sydenham,NSW,-33.910,151.180
816,2044,Tempe,NSW,-33.910,151.180
817,2045,Haberfield,NSW,-33.880,151.140
818,2046,Abbotsford,NSW,-33.850,151.130
819,2046,"Canada Bay",NSW,-33.850,151.130
820,2046,Chiswick,NSW,-33.850,151.130
821,2046,"Five Dock",NSW,-33.850,151.130
822,2046,"Rodd Point",NSW,-33.850,151.130
823,2046,"Russell Lea",NSW,-33.850,151.130
824,2046,Wareemba,NSW,-33.850,151.130
825,2047,Drummoyne,NSW,-33.850,151.150
826,2048,Stanmore,NSW,-33.900,151.170
827,2048,Westgate,NSW,-33.900,151.170
828,2049,Lewisham,NSW,-33.890,151.140
829,2049,Petersham,NSW,-33.890,151.140
830,2049,"Petersham North",NSW,-33.890,151.140
831,2050,Camperdown,NSW,-33.890,151.180
832,2050,"Missenden Road",NSW,-33.890,151.180
833,2052,"Unsw Sydney",NSW,-33.910,151.230
834,2055,"North Sydney",NSW,-33.800,151.100
835,2057,Chatswood,NSW,-33.790,151.190
836,2058,"Northern Suburbs MC",NSW,0.000,0.000
837,2059,"North Sydney",NSW,-33.800,151.100
838,2060,"Hmas Platypus",NSW,-33.840,151.190
839,2060,"Hmas Waterhen",NSW,-33.840,151.190
840,2060,"Lavender Bay",NSW,-33.840,151.190
841,2060,"Mcmahons Point",NSW,-33.840,151.190
842,2060,"North Sydney",NSW,-33.840,151.190
843,2060,"North Sydney Shoppingworld",NSW,-33.840,151.190
844,2060,Waverton,NSW,-33.840,151.190
845,2061,Kirribilli,NSW,-33.850,151.210
846,2061,"Milsons Point",NSW,-33.850,151.210
847,2062,Cammeray,NSW,-33.820,151.210
848,2063,Northbridge,NSW,-33.820,151.220
849,2064,Artarmon,NSW,-33.810,151.190
850,2065,"Crows Nest",NSW,-33.830,151.200
851,2065,Greenwich,NSW,-33.830,151.200
852,2065,Naremburn,NSW,-33.830,151.200
853,2065,"Royal North Shore Hospital",NSW,-33.830,151.200
854,2065,"St Leonards",NSW,-33.830,151.200
855,2065,Wollstonecraft,NSW,-33.830,151.200
856,2066,"Lane Cove",NSW,-33.810,151.170
857,2066,"Lane Cove North",NSW,-33.810,151.170
