title,collection,status,georeferencer_id,id,thumbnail,num_gcps,center,south_west,north_east,envelope,marc034,rms_error,user_name,user_identity,date,date_time,verified_revision,verified_marc034,verified_user_name,verified_user_identity
"City of Sydney, Sheet Y2, 1888",sydney,georeferenced,Mmjj3sFtNwIbYUyWstPNVc/201504220237-UrgT9U,a1367628,http://lh3.ggpht.com/HCwRufA9rtnt_v1IQKlFhSzNjUTA-pLD_gPV6i9EbbTh1pojwG906LLV7tR5CkFWR2SM2YaYgUtgYX6oKqNbeiWgEw,8,"-33.866117,151.193043","-33.867300,151.191202","-33.864933,151.194884","<Polygon><outerBoundaryIs><coordinates>151.191202,-33.865571 151.192204,-33.867300 151.194884,-33.866662 151.193882,-33.864933</coordinates></outerBoundaryIs></Polygon>",$dE1511128$eE1511141$fS0335153$gS0335202,0.00003114892580824040114366793586,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 02:37,,,,
"Woollahra, Sheet 32, 1894",sydney,georeferenced,83ahx5GrGy55JSmlChClO1/201504230514-8CuCid,a1367716,http://lh6.ggpht.com/g0e2TfvesAY30EJGygA1U9XWz0AnfK9Oktk5pRp9GlO6SYBZWvYjEVgpgGqJHaibq6Wb2Q6oC6KHhmjU8Gk9XTmUtg,13,"-33.888076,151.251147","-33.889716,151.248222","-33.886436,151.254071","<Polygon><outerBoundaryIs><coordinates>151.248236,-33.886436 151.248222,-33.889651 151.254058,-33.889716 151.254071,-33.886501</coordinates></outerBoundaryIs></Polygon>",$dE1511453$eE1511514$fS0335311$gS0335322,0.00002582317834577957445132793957,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 05:14,,,,
"Elliott Bros'. Block No.115; Herald Office Block No.118, 15.9.22 (col)",sydney,georeferenced,Zw1g5ivOZu8VyZStkVPNZ0/201504222119-Rvseal,a1358012,http://lh4.ggpht.com/A_M7V-tCAJvWXsRwA0KtoT1QW6psv2WgOUT9dgl9tzMpTNV386CI-pNxNNAPkbCCKT9rHSwGc8U8TGj2NJG21WmCAg,8,"-33.865292,151.209864","-33.866654,151.208342","-33.863930,151.211385","<Polygon><outerBoundaryIs><coordinates>151.208562,-33.866654 151.211385,-33.866648 151.211165,-33.863930 151.208342,-33.863935</coordinates></outerBoundaryIs></Polygon>",$dE1511230$eE1511240$fS0335150$gS0335159,0.00004332398798305196280450726776,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 21:19,,,,
"People's Palace  Block No.178; Hotel Sydney Block No.180, 17.12.34 (col) (updated)",sydney,georeferenced,tZxXGUwqMX2YiSvEJgePUM/201504200603-bxuWA6,a1358098,http://lh3.ggpht.com/pnGVKrBt_dqPF3lbkb5tQvv_SmDzuzAdYXai-Lb0imL6KWsVEvFOr8j226u3Ik0BcQBt_IukdEXhE62vauP--jrExCQ,5,"-33.879297,151.207945","-33.880952,151.206235","-33.877641,151.209656","<Polygon><outerBoundaryIs><coordinates>151.206235,-33.880646 151.209050,-33.880952 151.209656,-33.877947 151.206840,-33.877641</coordinates></outerBoundaryIs></Polygon>",$dE1511222$eE1511234$fS0335239$gS0335251,0.00003749002368514715464661857247,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/20/2015,04/20/2015 06:03,,,,
"Newtown, Sheet 6, 2nd ed. 1897",sydney,georeferenced,XbLCP9wqnkUJaoEZ8xt5ZO/201504200640-BD2EeF,a1367255,http://lh5.ggpht.com/hiJbbRUuyGwIN44JVbcC3hXbUShzrVgjljsM9MhC5JgH5lu--yUU6pWXZkTc68XdSUASlpJUEJPTD3LGGybPZfMfJCU,10,"-33.894148,151.182615","-33.896092,151.179784","-33.892203,151.185446","<Polygon><outerBoundaryIs><coordinates>151.179784,-33.893650 151.180774,-33.896092 151.185446,-33.894645 151.184456,-33.892203</coordinates></outerBoundaryIs></Polygon>",$dE1511047$eE1511107$fS0335331$gS0335345,0.00002164138525839187778910047144,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/20/2015,04/20/2015 06:40,,,,
"City of Sydney, Section G1, undated [1883]",sydney,georeferenced,Er7uAsEqcUiwn38PuXpYhf/201504200630-3rCBvF,a1367515,http://lh3.ggpht.com/US3UWBDTvhQfZzhzrHAZmqWnQDHVmBio3JmiNEKi3_-nao_NgxWl3_dvX6dUzhqJsSM5NKjW08GMoRaojyos3VZ8eQ,8,"-33.879462,151.211324","-33.880897,151.208350","-33.878027,151.214298","<Polygon><outerBoundaryIs><coordinates>151.208377,-33.878028 151.208350,-33.880897 151.214271,-33.880896 151.214298,-33.878027</coordinates></outerBoundaryIs></Polygon>",$dE1511230$eE1511251$fS0335240$gS0335251,0.00002529343026691759782620394503,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/20/2015,04/20/2015 06:30,,,,
"Lyric Theatre Block No.186; S.M.C. Markets Block No.187, 27.3.26 (col) (updated)",sydney,georeferenced,OhexhHz2nrPAUAtQIXfdys/201504212133-meq0e1,a1358110,http://lh5.ggpht.com/E6SomwbaOIVYlQfYt_3k45h6aSrG2y09yXOjjRWGuxCnQiha16cJjp7Dy9wR_vhFMjUc2XKT1mSHt_uaEtq77_00lIo,9,"-33.880747,151.203497","-33.882397,151.202240","-33.879096,151.204754","<Polygon><outerBoundaryIs><coordinates>151.202240,-33.881122 151.204504,-33.882397 151.204754,-33.880372 151.202491,-33.879096</coordinates></outerBoundaryIs></Polygon>",$dE1511208$eE1511217$fS0335244$gS0335256,0.00023613141636060202156049969702,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 21:33,,,,
"McCorquodale's Block No.163; Friend's Block No.158, 20.10.22 (col) (updated)",sydney,georeferenced,iEP20uAfPoKSKaA4hPncPn/201504220155-3WnInb,a1358065,http://lh5.ggpht.com/JXRr0nyeWCgB-c-LiByT6LFh8DYulFY9cE7a4qsIqVUp-2wTTWe5dU3xosI3VUueYeGN-Z-psc-Q4KnEU2QrraJziA,4,"-33.871874,151.206004","-33.873284,151.205252","-33.870464,151.206756","<Polygon><outerBoundaryIs><coordinates>151.205344,-33.873284 151.206756,-33.873235 151.206664,-33.870464 151.205252,-33.870512</coordinates></outerBoundaryIs></Polygon>",$dE1511218$eE1511224$fS0335213$gS0335223,0.00004185359838358960690458260290,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 01:55,,,,
"Newtown, Sheet 6,1888",sydney,georeferenced,CJeW8pEtbFb8eMkqUWVi5I/201504210219-OI1e3n,a1367254,http://lh4.ggpht.com/sZe7UTpeCuafb8zgwD4jV6A9vbYu8OaSOtRMupNOCxOy7VyVaJD2KoCKneDho8lBCO-TE_ic3Yw1OuI1g6qlas3sqcY,8,"-33.893897,151.182897","-33.895539,151.179849","-33.892254,151.185945","<Polygon><outerBoundaryIs><coordinates>151.179849,-33.893674 151.181600,-33.895539 151.185945,-33.894119 151.184194,-33.892254</coordinates></outerBoundaryIs></Polygon>",$dE1511047$eE1511109$fS0335332$gS0335343,0.00035215021628213122361142350947,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 02:19,,,,
"Leichhardt, Sheet 53, 1892",sydney,georeferenced,hZ5RO8tlaugLzlenuy4gXe/201504210842-y1HQMU,a1367215,http://lh6.ggpht.com/ThrO0VSuy2Eoa_mKtAWcXnq3bId6wbwcsbZTSv00CuoqJYC9gnZ0pOFFQXwXxWsRBKjkChjXnCx9mBiWtF8Y4MBC0ZJs,7,"-33.875345,151.154289","-33.877986,151.152850","-33.872703,151.155728","<Polygon><outerBoundaryIs><coordinates>151.155295,-33.872703 151.152850,-33.872956 151.153283,-33.877986 151.155728,-33.877733</coordinates></outerBoundaryIs></Polygon>",$dE1510910$eE1510920$fS0335221$gS0335240,0.00002140870553391286366939905150,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 08:42,,,,
"Buckle's Block No.203, 21.12.23 (col)",sydney,georeferenced,uIJMlyumPCtDdISKIaPcfk/201504210211-q0b2Bn,a1358111,http://lh4.ggpht.com/UY4_L3yjfKpepIZuCEmyaxCoP89tv_UrzrJfVUMriwLrA-GxL5tOIJ0KjmdQ7PhZzgyCM7iqzGnHNhIId5el_OaNng,4,"-33.871183,151.191777","-33.871996,151.190908","-33.870370,151.192646","<Polygon><outerBoundaryIs><coordinates>151.191546,-33.870370 151.190908,-33.871123 151.192008,-33.871996 151.192646,-33.871243</coordinates></outerBoundaryIs></Polygon>",$dE1511127$eE1511133$fS0335213$gS0335219,0.00002250598928054975766759569777,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 02:11,,,,
"City of Sydney, Sheet C1, 1886",sydney,georeferenced,bW4dVqRgczxYdDV7840x1f/201504210233-b65j0V,a1367486,http://lh3.ggpht.com/vmRMF4cqoaWtRTe-0B2IgH81DelO58NOSBdlZGBDD0txAemfcETFiPuENeatvNwIFnDlNVRx1dsT3fkOK8Yzomdo8A,9,"-33.876509,151.221561","-33.878550,151.220149","-33.874468,151.222974","<Polygon><outerBoundaryIs><coordinates>151.222974,-33.874468 151.220565,-33.874575 151.220149,-33.878550 151.222558,-33.878444</coordinates></outerBoundaryIs></Polygon>",$dE1511312$eE1511322$fS0335228$gS0335242,0.00012188596490283795767579910763,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 02:33,,,,
"Balmain, Sheet 71, 1890",sydney,georeferenced,uYP9FGNC8WhVhtKWMdldHP/201504230418-JHG0HZ,a1367090,http://lh5.ggpht.com/SXD5F5Em6-FsZB6mNZd03WqsDp_H2KO6bnokM_6DTVxfyTovT0K7aXLsko4g0WIhGh8_QFRpVHJR1XnlLYTgfLYZcA,3,"-33.867661,151.185144","-33.868597,151.183518","-33.866726,151.186770","<Polygon><outerBoundaryIs><coordinates>151.183518,-33.867598 151.183788,-33.868597 151.186770,-33.867725 151.186499,-33.866726</coordinates></outerBoundaryIs></Polygon>",$dE1511100$eE1511112$fS0335200$gS0335206,0.00000000000000710542735760100186,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 04:18,,,,
"Paddington, Sheet 4 & part of City of Sydney, 2nd ed. 1894",sydney,georeferenced,gHKUane3FDQNi8alknV6Hx/201504220218-ebTwBm,a1367291,http://lh6.ggpht.com/Two5OWG9TxcDdjN53QSJmWSxijWlLpPrv2Zmcs2_zffaxnkSf31sh_ym3ZN3HwI9zjjPZyYD8XJrJj5HKKFySaq0qQ,20,"-33.887537,151.227167","-33.889388,151.224675","-33.885686,151.229659","<Polygon><outerBoundaryIs><coordinates>151.225864,-33.885686 151.224675,-33.888060 151.228470,-33.889388 151.229659,-33.887014</coordinates></outerBoundaryIs></Polygon>",$dE1511328$eE1511346$fS0335308$gS0335321,0.00000985198264170591037373544974,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 02:18,,,,
"Parson's Block No.140; A.U.S.N.Co's Block No.144, 4.2.21 (col)",sydney,georeferenced,hTUTD4oHiR6PUDjnZpATB4/201504230214-WatnyL,a1358037,http://lh4.ggpht.com/hDJDJo4XA6LCyIFcHwiMBFn-XQoqWdtCRGDeunyt7p1kBdWhiA7Tn5Topw86IHW3jQKzoVTkPPlmI-b2lIUdRqBRqOSI,5,"-33.867841,151.203002","-33.869090,151.201228","-33.866592,151.204777","<Polygon><outerBoundaryIs><coordinates>151.201228,-33.866773 151.201502,-33.869090 151.204777,-33.868908 151.204503,-33.866592</coordinates></outerBoundaryIs></Polygon>",$dE1511204$eE1511217$fS0335159$gS0335208,0.00001135100716948725855885964781,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 02:14,,,,
"Connell's Block No.146; Keep's Block No.147, 8.4.21 (col)",sydney,georeferenced,P1BQnDkAsHuufGSEjF0ZTp/201504220631-nmeqZj,a1358046,http://lh6.ggpht.com/0-XCZKsoraW63pk0k5hdGeexWqkR5bISBrRtw9gz9cJ4mbry9GCrTRWk7421YKV0OSGQbUHz_ismyYk93J_AgbKkC-I,8,"-33.869827,151.204422","-33.871181,151.203102","-33.868473,151.205741","<Polygon><outerBoundaryIs><coordinates>151.203386,-33.871181 151.205741,-33.871110 151.205458,-33.868473 151.203102,-33.868544</coordinates></outerBoundaryIs></Polygon>",$dE1511211$eE1511220$fS0335206$gS0335216,0.00003417948887790464947882343449,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 06:31,,,,
"Paddington, Sheet 28, 1885",sydney,georeferenced,b6TOXDxcuNPKfYPW1epgJ5/201504220754-ypiN3v,a1367320,http://lh4.ggpht.com/ElTUwsl1vX1P_hzMBMBz1ZxkyGrkUy92-RTvrL8phARQsRSu1ZVsbx5nzv3kv5utnhs4gXVFL_JGjJt3efT3tbhZtiE,14,"-33.881094,151.228295","-33.882718,151.226131","-33.879471,151.230459","<Polygon><outerBoundaryIs><coordinates>151.226131,-33.879471 151.226198,-33.882695 151.230459,-33.882718 151.230392,-33.879494</coordinates></outerBoundaryIs></Polygon>",$dE1511334$eE1511349$fS0335246$gS0335257,0.00003955744404084729867092720679,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 07:54,,,,
"City of Sydney, Sheet D2, 2nd ed. 1893",sydney,georeferenced,dbvcB1wqc8sMEkT9MI4pxz/201504210725-sKH1Xj,a1367495,http://lh6.ggpht.com/w_ppyusDe_qRSpmbxMOMbirkPU93X68GJTO3E0riLFDDLUlwxuWxYqzZnpIm24K-PGK_QHYPJ9eTghH16MQynTuqEg,6,"-33.885782,151.197816","-33.887487,151.196480","-33.884076,151.199152","<Polygon><outerBoundaryIs><coordinates>151.196666,-33.887487 151.199152,-33.887487 151.198966,-33.884076 151.196480,-33.884077</coordinates></outerBoundaryIs></Polygon>",$dE1511147$eE1511156$fS0335302$gS0335314,0.00002035464151110793595399889311,Ruth Mcafee,1ac0ccf12056d4e722f8c9b089fd8281aae03558,04/21/2015,04/21/2015 07:25,,,,
"City of Sydney, Section M1, 1884",sydney,georeferenced,c5z3lrukWY13e9RUJ7ktYF/201504220047-5nyxTN,a1367550,http://lh4.ggpht.com/PiGL1QGvoEfr7VYvxYIZR2t8rrUi_sDzs8GZQsehdrrFjCsx42PrqZ5DzeFUyBn-pGfdkaZ4R62H-q3VB4tp1gl31PI,9,"-33.880395,151.219966","-33.882487,151.217549","-33.878303,151.222384","<Polygon><outerBoundaryIs><coordinates>151.220495,-33.878303 151.217549,-33.881033 151.219437,-33.882487 151.222384,-33.879756</coordinates></outerBoundaryIs></Polygon>",$dE1511303$eE1511320$fS0335241$gS0335256,0.00006368955953957703179039301356,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 00:47,,,,
"Newtown, Sheet 1, 1897",sydney,georeferenced,2QXvKtXyERNMPEVxuHHVXn/201504210856-UBEuOY,a1367247,http://lh3.ggpht.com/HwRAjQ-o4dDE208-tniffu6pe4yRlmki8KOvTvuGPgR6z0hrmlryLIMKf0BlZmNRUj_7IPy6PC0rjyrOitVZMtdk6w,7,"-33.892210,151.186246","-33.893312,151.183940","-33.891109,151.188552","<Polygon><outerBoundaryIs><coordinates>151.183940,-33.891208 151.184034,-33.893312 151.188552,-33.893213 151.188459,-33.891109</coordinates></outerBoundaryIs></Polygon>",$dE1511102$eE1511118$fS0335327$gS0335335,0.00002183715056378068256233426769,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/21/2015,04/21/2015 08:56,,,,
"Waverley, Sheet 20, 1893",sydney,georeferenced,i5VgSpzCsPWOwLiryH271K/201504220546-rVfsCJ,a1367675,http://lh4.ggpht.com/VPr85UHGgR8AcRiffYtT_Sks7wN2Qv1ne1vEpFLu3f5GwlJ1OJnKepCbFnHyiKlMpUZNjfEdquipiYNMGOTd1NzPyg,8,"-33.890791,151.257664","-33.893411,151.255663","-33.888171,151.259665","<Polygon><outerBoundaryIs><coordinates>151.256610,-33.888171 151.255663,-33.892548 151.258718,-33.893411 151.259665,-33.889034</coordinates></outerBoundaryIs></Polygon>",$dE1511520$eE1511534$fS0335317$gS0335336,0.00003332221067141620182705530340,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 05:46,,,,
"City of Sydney, Section 13 & 18, 2nd ed. 1895",sydney,georeferenced,Qemt83JcIpvEYXbW3UvNWW/201504220230-PiuE4l,a1367418,http://lh6.ggpht.com/EL_P8hY0L_PT9U8D5IpiE0wIBbI-4U-EB62xU6Da09KsXVvKVoX52p5730tjSxp6WhLV19-3D6zUIhCc4uOIGizjhdEm,8,"-33.874731,151.207138","-33.876852,151.205761","-33.872610,151.208515","<Polygon><outerBoundaryIs><coordinates>151.205761,-33.876734 151.208114,-33.876852 151.208515,-33.872728 151.206162,-33.872610</coordinates></outerBoundaryIs></Polygon>",$dE1511220$eE1511230$fS0335221$gS0335236,0.00003255360655237739421876200230,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 02:30,,,,
"Woollahra, Sheet 10, 1887",sydney,georeferenced,KMdfoUu52AYGcgQdCj4UQU/201504230206-md6iFI,a1367690,http://lh4.ggpht.com/Q4a-24OSmkKL174iZyt_g7EqG3C9I6LxhLxhfLIllGUN7FQCy6vggyKcBuY15AsYGn04G7tyQ9Ip9NsvhajK0m1PSLSR,4,"-33.888653,151.241306","-33.891102,151.239347","-33.886204,151.243264","<Polygon><outerBoundaryIs><coordinates>151.242216,-33.886204 151.239347,-33.886806 151.240396,-33.891102 151.243264,-33.890500</coordinates></outerBoundaryIs></Polygon>",$dE1511421$eE1511435$fS0335310$gS0335327,0.00001055361107923806042246332032,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 02:06,,,,
"Rockdale, 1st ed. 24.3.52, sheet 6(8) (col)",sydney,georeferenced,D9F6vZneDiwBoUEKWEMVwE/201504220105-4XK6n4,a1363065,http://lh5.ggpht.com/nqC9-xMvWrmkFyvf4dtSx1BDNM2KqMHVLXJhEkIFnKc9cBj_9iBO9s_E872oUep2vXJlnCAO-kRLFOucFKzP0KnOEJ4,4,"-33.976541,151.142960","-33.990779,151.130627","-33.962303,151.155292","<Polygon><outerBoundaryIs><coordinates>151.135636,-33.962303 151.130627,-33.988074 151.150283,-33.990779 151.155292,-33.965009</coordinates></outerBoundaryIs></Polygon>",$dE1510750$eE1510919$fS0335744$gS0335926,0.00001211456449012141937677643905,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 01:05,,,,
"City of Sydney, Sections 85,86, (part) 87 & 88, 1895",sydney,georeferenced,pVXXQaaJQMt18iuUbeUKGM/201504230633-RBEj99,a1367463,http://lh3.ggpht.com/Scwhjd-b0IUP3VAwUDX1noVzHLnpcam1ZtFSszjMDAOdkZmXFjMf_ew6qNnPOlQfMNDyC5KV4TMdIfZ0UNQyayEAAxk,11,"-33.857674,151.207864","-33.859922,151.206252","-33.855427,151.209477","<Polygon><outerBoundaryIs><coordinates>151.209315,-33.855427 151.206252,-33.856054 151.206414,-33.859922 151.209477,-33.859294</coordinates></outerBoundaryIs></Polygon>",$dE1511222$eE1511234$fS0335119$gS0335135,0.00020006512246894733991070536305,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 06:33,,,,
"Randwick, 2nd ed. 21.7.49, sheet 4(9) (col)",sydney,georeferenced,KwnyQds5Yq1NiIwQMnvINz/201504220741-vwBA7e,a1363054,http://lh3.ggpht.com/14wmpGAkNhNKlmWxmLsma8P8SINrinrzhTUQXvZVe8KJ69EdbYpN_PCPYrGE4MnlWesc2RshPVwDemxdoQtR7GNC--Q,25,"-33.936036,151.234227","-33.950177,151.220896","-33.921895,151.247558","<Polygon><outerBoundaryIs><coordinates>151.225766,-33.921895 151.220896,-33.947246 151.242688,-33.950177 151.247558,-33.924827</coordinates></outerBoundaryIs></Polygon>",$dE1511315$eE1511451$fS0335518$gS0335700,0.00006374934406983032793205662392,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 07:41,,,,
"City of Sydney, Sheet U1, 1887",sydney,georeferenced,NZWprhtBKgvGzmAFD3qGB9/201504220212-FPXR79,a1367608,http://lh6.ggpht.com/xulN7tX_1bu7V8yGaJiHaPAlCfVDYUWh5ho2G8zRT2_QMcNeMAptJv4MULUsvi7gxafyjunJ7zykg1pvRIChCJg1gw,10,"-33.883570,151.211027","-33.885700,151.208892","-33.881441,151.213161","<Polygon><outerBoundaryIs><coordinates>151.208892,-33.884647 151.211126,-33.885700 151.213161,-33.882494 151.210928,-33.881441</coordinates></outerBoundaryIs></Polygon>",$dE1511232$eE1511247$fS0335253$gS0335308,0.00002216968797835074185174041028,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 02:12,,,,
"Woollahra, Sheet 14, 1888",sydney,georeferenced,YDApqhdr5ifc28fG2gRwGW/201504220723-JId7DS,a1367694,http://lh6.ggpht.com/gaiCc-gkWd6YGqwyF9y0n2ZRzFPIYT8MFSgzbZss5aBbnTV6PUEUeelrVqw7jJ8Bw8WC86OcCAOTv9j36VfxdAU0BAY,12,"-33.873249,151.235773","-33.876055,151.232739","-33.870443,151.238808","<Polygon><outerBoundaryIs><coordinates>151.232739,-33.874687 151.235868,-33.876055 151.238808,-33.871811 151.235678,-33.870443</coordinates></outerBoundaryIs></Polygon>",$dE1511357$eE1511419$fS0335213$gS0335233,0.00003195150520567526729017251985,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 07:23,,,,
"City of Sydney, Section Q, 1884",sydney,georeferenced,8005eLnLbkrOnpMW552QrT/201504232107-MV5mZm,a1367574,http://lh6.ggpht.com/v41Sbvo22Mn2sZ6lSqMmroc82Axd01L4yDeUe1Qo_CAmyA37QtDnVbZ-QYBV-yVRhvuZMcgeooaEJbrHJuX0nZexazo,4,"-33.873599,151.223488","-33.875716,151.221664","-33.871482,151.225311","<Polygon><outerBoundaryIs><coordinates>151.225311,-33.871899 151.222447,-33.871482 151.221664,-33.875299 151.224528,-33.875716</coordinates></outerBoundaryIs></Polygon>",$dE1511317$eE1511331$fS0335217$gS0335232,0.00000408971676754860665803977676,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 21:07,,,,
"City of Sydney, Sheet O3, 1888",sydney,georeferenced,JtHR3mtIVh7TF6LBh6m3iT/201504222209-Id3uwi,a1367564,http://lh6.ggpht.com/HjxE-PGYJVScuaXE6fsENPdsyrVkFd20naWRWHmLReQabHe-LXPGX0SdicWqXTvRrBjbriGWAlZlEf7VKs_1SYyU7Eg,13,"-33.874255,151.198875","-33.876425,151.196119","-33.872084,151.201632","<Polygon><outerBoundaryIs><coordinates>151.196119,-33.872904 151.198320,-33.876425 151.201632,-33.875605 151.199431,-33.872084</coordinates></outerBoundaryIs></Polygon>",$dE1511146$eE1511205$fS0335219$gS0335235,0.00031773406664021820950197239064,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 22:09,,,,
"Balmain, Sheet 13, 1889",sydney,georeferenced,rolVqQkyHGksS1WrmJS0tJ/201504220613-IOmu4m,a1367027,http://lh3.ggpht.com/7FtiV_snCCFp05yVceNoKnZ5szOXkTg2w2DE4_t4m9gxtTat5jWrCviz0S9qCxXnjDZqqKefijddtcBbLjXSrpD-CkoO,8,"-33.855030,151.182505","-33.856808,151.180294","-33.853252,151.184716","<Polygon><outerBoundaryIs><coordinates>151.180294,-33.855112 151.181331,-33.856808 151.184716,-33.854948 151.183679,-33.853252</coordinates></outerBoundaryIs></Polygon>",$dE1511049$eE1511104$fS0335111$gS0335124,0.00000891944822936891168170883692,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 06:13,,,,
"City of Sydney, Sheet R4, 1888",sydney,georeferenced,sB52nZbBgNSdOfXOmwZZ4X/201504220523-UBtVwJ,a1367590,http://lh5.ggpht.com/4HgqpE6UiSuYc7q-uwXbrm4A3cg-mPkF0lByIH58ZCyEylorpv2MbmCyAd9dVoObKsAiE5TZZ4Z2JDS1f5aLQi4RXIQ,17,"-33.859861,151.204830","-33.861649,151.203318","-33.858074,151.206341","<Polygon><outerBoundaryIs><coordinates>151.203534,-33.861649 151.206341,-33.861486 151.206125,-33.858074 151.203318,-33.858236</coordinates></outerBoundaryIs></Polygon>",$dE1511211$eE1511222$fS0335129$gS0335141,0.00002150083523626489045250595455,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 05:23,,,,
"City of Sydney, Section L1, 1884",sydney,georeferenced,z7ohNJegyHEMYV0YZJxWol/201504220509-G59GMP,a1367543,http://lh4.ggpht.com/nfcovNazFC3HYKlkpQTyJXg4t1cDSIaYfYFXaPJl-62aiC8cDFUGccChRYDNJgJSTjTdmV3Ex61zoWI2shEWjeqY27A,15,"-33.880242,151.218206","-33.883401,151.215645","-33.877083,151.220766","<Polygon><outerBoundaryIs><coordinates>151.218275,-33.877083 151.215645,-33.882152 151.218136,-33.883401 151.220766,-33.878332</coordinates></outerBoundaryIs></Polygon>",$dE1511256$eE1511314$fS0335237$gS0335300,0.00096629851679358176163442406548,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 05:09,,,,
"Marrickville ~ Marrickville, Sheet 2, 1894",sydney,georeferenced,nlV6d7dPBEpmbUax3Dyjur/201504232235-SjEJQ6,a1367236,http://lh4.ggpht.com/RkyZmZE-yfNWEFtyUSigspwKsqjo2WGVrjqm1JCdmEL6XjGUSCYedzNQDkOc2UD3FkM2qSbvGZKtFLzJT3oDeGhstKiH,7,"-33.897668,151.151470","-33.899261,151.148962","-33.896075,151.153979","<Polygon><outerBoundaryIs><coordinates>151.149183,-33.896075 151.148962,-33.898995 151.153758,-33.899261 151.153979,-33.896342</coordinates></outerBoundaryIs></Polygon>",$dE1510856$eE1510914$fS0335345$gS0335357,0.00001871366314259332666873787698,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/23/2015,04/23/2015 22:35,,,,
"Marrickville, Sheet 12, 1893",sydney,georeferenced,wRTruPqhzXBQRaa46teJPk/201504220651-wIBzH7,a1367243,http://lh5.ggpht.com/xzHvWzd65k3UrqWfe3Ea8psImqBZe1pw35-Be2m9wtqdyDn31Pnk0jmuSU4kSIZG3qYqp3De90sK5VgKDzFjTc7Hww,10,"-33.898653,151.155870","-33.900014,151.153340","-33.897292,151.158399","<Polygon><outerBoundaryIs><coordinates>151.153516,-33.897292 151.153340,-33.899706 151.158223,-33.900014 151.158399,-33.897600</coordinates></outerBoundaryIs></Polygon>",$dE1510912$eE1510930$fS0335350$gS0335400,0.00002076144648344527434248932285,Andrew,81b7c1dc09baa4494e2c85f5b9bc6cc063ca91f9,04/22/2015,04/22/2015 06:51,,,,
