title,collection,status,georeferencer_id,id,thumbnail,num_gcps,center,south_west,north_east,envelope,marc034,rms_error,user_name,user_identity,date,date_time,verified_revision,verified_marc034,verified_user_name,verified_user_identity
"Waverley, Sheet 47, 1889",sydney,georeferenced,sJ9lFyRDx8AU0iRer0hY2w/201502100926-8MEHVM,a1367679,http://lh4.ggpht.com/4L5EboEoIgM9rzKf57r9t_CAwWfm3Le4W7Eq2ZgoT9_KyTeld3Q7UKfE-DHiZuxU8V6YqcypU-y_evzEyUjDesapNg,14,"-33.907380,151.261418","-33.909754,151.258193","-33.905006,151.264644","<Polygon><outerBoundaryIs><coordinates>151.259003,-33.905006 151.258193,-33.909027 151.263833,-33.909754 151.264644,-33.905734</coordinates></outerBoundaryIs></Polygon>",$dE1511529$eE1511552$fS0335418$gS0335435,0.00006100634812364203319982880469,Johannes Tiberius Bodel Nijenhuis,ab9337e8ab3627aa26f8e7affe8ab617f25798f1,02/10/2015,02/10/2015 09:26,,,,
"City of Sydney, Sheet L4, 1894",sydney,georeferenced,dOfS5jyhHo3Z9U1ZUaeadI/201502240514-e5PZNm,a1367547,http://lh4.ggpht.com/m2cGqUc7A1ogcTqiGSdY9f4Sq5BwmkstF1DdQsmWFAgHQWq2RDBe23vk3XL_eI5fF6KpShNH-eTcSWHWgnLxhZce,8,"-33.859987,151.214840","-33.861552,151.212375","-33.858422,151.217305","<Polygon><outerBoundaryIs><coordinates>151.212396,-33.858468 151.212375,-33.861552 151.217284,-33.861506 151.217305,-33.858422</coordinates></outerBoundaryIs></Polygon>",$dE1511244$eE1511302$fS0335130$gS0335141,0.00001822410771272364539744535727,andycarr,632a9b0b17a01fdc7381979c361b0d984b91f17f,02/24/2015,02/24/2015 05:14,,,,
"The Glebe, Sheet 25, 1890",sydney,georeferenced,yqJzkpUma0FvYozmilkxdd/201412081020-x1MGaz,a1367158,http://lh5.ggpht.com/Yn7_oVTk36w0UXjDbcmBwg-7tYLjlcucS3tIs6nOFc6r-hWEpX-gqXPClq8CnjkhuiHnfHWjFDu8rCYI07GG7Ruf,7,"-33.872250,151.184455","-33.873729,151.182705","-33.870772,151.186206","<Polygon><outerBoundaryIs><coordinates>151.184686,-33.870772 151.182705,-33.871946 151.184225,-33.873729 151.186206,-33.872554</coordinates></outerBoundaryIs></Polygon>",$dE1511057$eE1511110$fS0335214$gS0335225,0.00002517108957684795680497143178,Dalibor Janák,014d60ba3f5b1b175ecf619b208072b339720445,12/08/2014,12/08/2014 10:20,,,,
"Buckle's Block No.203, 21.12.23 (col) (updated)",sydney,georeferenced,DKJKsrshiyzxG61fT70Usm/201503060406-LpKYkx,a1358113,http://lh6.ggpht.com/t8J3hCBlmf_UJlBNhYnm47K-TDW67-CO9jcQBkw_PfUWnDpUkce531_kO_wstUuXt_cd0UfLImRNhfQxecOezqNb3xk,4,"-33.871847,151.191871","-33.874377,151.189782","-33.869316,151.193960","<Polygon><outerBoundaryIs><coordinates>151.191833,-33.869316 151.189782,-33.871798 151.191910,-33.874377 151.193960,-33.871895</coordinates></outerBoundaryIs></Polygon>",$dE1511123$eE1511138$fS0335209$gS0335227,0.00021699802226108542936230949572,Rhavinmad,b1e5f59c52a73d731ee19dbf701a81fff903ddaa,03/06/2015,03/06/2015 04:06,,,,
"Woollahra, Sheet 31, 1893",sydney,georeferenced,AQJvqTyjOSObPZwoy02BCI/201610242144-pIh2eq,a1367715,http://lh5.ggpht.com/PXnpNYFtQnFaqYeenP09wldkolfCZGpc6rHveAysvA5tkmzyxu11wi-j1wGWyvNNhWwr5CurOchYejD34Buan8MZ9w,8,"-33.900988,151.238328","-33.912743,151.223408","-33.889233,151.253247","<Polygon><outerBoundaryIs><coordinates>151.239314,-33.898766 151.253247,-33.889233 151.237341,-33.903210 151.223408,-33.912743</coordinates></outerBoundaryIs></Polygon>",$dE1511324$eE1511511$fS0335321$gS0335445,0.00674448625974639892621809167395,Lewis Fogerty,b1128986a9bae8b80350099ae30bb3c16e99b863,10/24/2016,10/24/2016 21:44,,,,
"Leichhardt, Sheet 56, 1893",sydney,georeferenced,wu7ZLm9lAqqMXFk6IsUvo7/201503051237-d8ZARt,a1367218,http://lh3.ggpht.com/aZPDu2WnWIxC5uWp98eCiPXtYv18ZblbsqaTHcn4PICRMGBLFq8KxqSGaisssZs7KWfdSf-KVXZ_kZo7wdMRKbDDrA,4,"-33.873047,151.157783","-33.874896,151.154793","-33.871197,151.160773","<Polygon><outerBoundaryIs><coordinates>151.154793,-33.872273 151.155965,-33.874896 151.160773,-33.873820 151.159600,-33.871197</coordinates></outerBoundaryIs></Polygon>",$dE1510917$eE1510938$fS0335216$gS0335229,0.00000927429578500675396335491130,SirBrian Cooper,5458d6bd1f52cc05577f46bd5d2ccd27f68111e8,03/05/2015,03/05/2015 12:37,,,,
"Woollahra, Sheet 16, 1888",sydney,georeferenced,OOyJqipwIwCT9zOpUBSKJM/201503052329-Sjt3eD,a1367696,http://lh3.ggpht.com/LDYQRtds6yojf-CfhwiBskzklbphq5DYwDUq3axDQ1UBF-38dHqL0sy_UiwchM_W1i3q76wC3IAOkBQIpRh18uQ5cVnN,5,"-33.877739,151.236893","-33.879389,151.234505","-33.876089,151.239282","<Polygon><outerBoundaryIs><coordinates>151.234513,-33.876089 151.234505,-33.879387 151.239274,-33.879389 151.239282,-33.876091</coordinates></outerBoundaryIs></Polygon>",$dE1511404$eE1511421$fS0335233$gS0335245,0.00001329458279665832629522735642,RyanV,6d10310f953e47f0c0711de9075dfe6f19df27d8,03/05/2015,03/05/2015 23:29,,,,
"Petersham, Sheet 13, 1890",sydney,georeferenced,EqRS1r3dJcCUN2G7dE8jYj/201410302347-IfNQ8s,a1367336,http://lh5.ggpht.com/tYkPVz04yC1qEIhds8-ZNyx3D-QZAB21_QK45zKd8dWk4_uxgUDYUpA3f2Zzem2qPKixhtONdPM8T29IYc-5RsGLe8Y,6,"-33.892755,151.158173","-33.893869,151.154234","-33.891640,151.162113","<Polygon><outerBoundaryIs><coordinates>151.154234,-33.892124 151.160164,-33.891640 151.162113,-33.893386 151.156183,-33.893869</coordinates></outerBoundaryIs></Polygon>",$dE1510915$eE1510943$fS0335329$gS0335337,0.00139233545027178402114786948118,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/30/2014,10/30/2014 23:47,,,,
"The Glebe, Sheet 16, 1889",sydney,georeferenced,nvY7p4F9U0UdfobUpqGCOU/201501071446-kEgXbV,a1367149,http://lh4.ggpht.com/RQ06DiIRH2L484W17i9-Jhdtl2s_p8O1Ov10oH5455WVjdsupa-IXVTFE1G3w65MCwbUHxDZvS5yFQVdLiTDcPF-lDY,7,"-33.877700,151.186360","-33.879446,151.184423","-33.875954,151.188297","<Polygon><outerBoundaryIs><coordinates>151.186365,-33.875954 151.184423,-33.877060 151.186355,-33.879446 151.188297,-33.878339</coordinates></outerBoundaryIs></Polygon>",$dE1511103$eE1511117$fS0335233$gS0335246,0.00004420212209258211232725324646,Klokan Technologies,7a7a62b6f1564b0807e82dfc7305af0113b90e50,01/07/2015,01/07/2015 14:46,,,,
"Redfern, Sheet 31, Eveleigh Railway Yards, 1889",sydney,georeferenced,HjFr7PZ76Pm9bpMSwZDcdo/201502130234-TPI7ZA,a1367405,http://lh4.ggpht.com/vGso-cAQ69OAY10QDY0ZvHRxKcR0lQr-8urJF8rUoA5BHFOyxAYCD60g47JSTUyufb_xpIk0xUzIxxh6_NUzp5TVcQ,3,"-33.893733,151.195819","-33.895948,151.194198","-33.891517,151.197440","<Polygon><outerBoundaryIs><coordinates>151.196708,-33.891517 151.194198,-33.892414 151.194930,-33.895948 151.197440,-33.895052</coordinates></outerBoundaryIs></Polygon>",$dE1511139$eE1511150$fS0335329$gS0335345,0.00000000000002929642751054231969,AdamL,1af8f3ac5b642df978afc99712017752c7187d5e,02/13/2015,02/13/2015 02:34,,,,
"Waverley, Sheet 4, 1889",sydney,georeferenced,8SyF5C9lj8lCstxxQcNjmP/201503060520-nphN1A,a1367659,http://lh5.ggpht.com/znIJkXkEL0VONgJE8M9QlkXNxFsS-KznXCiKybWr52ZcnEgRqbJ_EBzOqAxc7-5ZWr-M36RQxkXSWDjL4cX5HOaIisk,8,"-33.892780,151.251111","-33.894575,151.249122","-33.890986,151.253099","<Polygon><outerBoundaryIs><coordinates>151.249876,-33.890986 151.249122,-33.894088 151.252346,-33.894575 151.253099,-33.891473</coordinates></outerBoundaryIs></Polygon>",$dE1511456$eE1511511$fS0335327$gS0335340,0.00005471505714771625393608861510,Daniel,75cfc093464573c53c549444e25f7447774f34ea,03/06/2015,03/06/2015 05:20,,,,
"Alexandria, Sheet 20, 1892",sydney,georeferenced,DCuMtL65ScP1e5g7EU3Vv0/201412142147-PbTf0K,a1367014,http://lh3.ggpht.com/cguD1LmoXd6opZBo9Z3ZbamXeCN2BnA09qNCZR1aKd98PtzPEHOWNPMtGmkvS7sL8ns51iNgSdsoeYL-uSqT4d87kuIl,4,"-33.912300,151.200286","-33.914627,151.197908","-33.909973,151.202665","<Polygon><outerBoundaryIs><coordinates>151.197908,-33.913829 151.201264,-33.914627 151.202665,-33.910771 151.199308,-33.909973</coordinates></outerBoundaryIs></Polygon>",$dE1511152$eE1511209$fS0335435$gS0335452,0.00001359046143163257363303906416,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,12/14/2014,12/14/2014 21:47,,,,
"Waverley, Sheet 7, 1889",sydney,georeferenced,vyNGEsSZcW8qKvmOxea9RP/201412152058-0nb5Lt,a1367662,http://lh5.ggpht.com/8C7nyv_zI2xoE5CeAqrKZt909OGk3DHt2YUYy6l0cBtn0gyWreuzUPfIe-xC0UQdG0GpBS5m8NuxV-tHuvf2TRYin6w,4,"14.324427,64.325906","-50.838646,-53.142180","79.487501,181.793992","<Polygon><outerBoundaryIs><coordinates>-51.354682,78.492798 181.793992,-50.838646 180.006494,-49.843944 -53.142180,79.487501</coordinates></outerBoundaryIs></Polygon>",$dW0530831$eE1814738$fN0792915$gS0505019,0.19689399947379737643160524385166,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,12/15/2014,12/15/2014 20:58,,,,
"Marrickville, Sheet 9,  1895",sydney,georeferenced,RJVQOJeqfKeuDbiwBjrYZw/201410310043-rNxB1W,a1367241,http://lh5.ggpht.com/rje57ZgG79RGNCleqY3m232pxWyfcSEn0Odzm6JCWTRmvhAZMQGnoVoxFDDWFcxzpXZXj5eBxwbzUueum07xj3W00A,7,"-33.902474,151.167391","-33.904242,151.165101","-33.900705,151.169681","<Polygon><outerBoundaryIs><coordinates>151.166403,-33.900705 151.165101,-33.902994 151.168379,-33.904242 151.169681,-33.901953</coordinates></outerBoundaryIs></Polygon>",$dE1510954$eE1511010$fS0335402$gS0335415,0.00003478247473753111974675497620,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/31/2014,10/31/2014 00:43,,,,
"Balmain, Sheet 48, 1892",sydney,georeferenced,iJy6R2AWxlBTenGi1yAeDe/201410310334-f4POmA,a1367064,http://lh5.ggpht.com/C1CnhWlcNKxBaDh7cM639iZke5qFGdMkE1H9Luu7KzrjIZZiMMvLyZOpWjyaoqdoz7Td8gKpapwNRUsGOQ0_JIYbfzY,5,"-33.862929,151.178470","-33.864887,151.177182","-33.860971,151.179758","<Polygon><outerBoundaryIs><coordinates>151.178551,-33.860971 151.177182,-33.861202 151.178389,-33.864887 151.179758,-33.864656</coordinates></outerBoundaryIs></Polygon>",$dE1511037$eE1511047$fS0335139$gS0335153,0.00003083534452135163833825029500,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/31/2014,10/31/2014 03:34,,,,
"Paddington, Sheet 14, 1886",sydney,georeferenced,2l228a0t2GgQArZHHuXhkW/201410310054-VtUgJQ,a1367304,http://lh4.ggpht.com/DxrckhdOqzm31ixAiHFQkYOVN-qKqXVeseR3jH202sFzb6gFh4JZhW48SGPSx5lXZkHJsROZLP-x2cd-vsB72PNfHNs,7,"-33.887182,151.231377","-33.889229,151.228677","-33.885135,151.234077","<Polygon><outerBoundaryIs><coordinates>151.229772,-33.885135 151.228677,-33.886268 151.232982,-33.889229 151.234077,-33.888096</coordinates></outerBoundaryIs></Polygon>",$dE1511343$eE1511402$fS0335306$gS0335321,0.00032332430893529953913959062994,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/31/2014,10/31/2014 00:54,,,,
"Woollahra, Sheet 17, 1888",sydney,georeferenced,gieiPwtVQE7toxA6eyQWUe/201503060433-7RKZts,a1367697,http://lh3.ggpht.com/r7VCslOP1uxT255420fysGpTQTV9b8JUJf1BrCMI6gOuxlJhr-KfMwaGNbkgdivm67AcA9WZ6v5TPih46ZtpP2vyVec,3,"-33.876430,151.233917","-33.878900,151.230755","-33.873959,151.237078","<Polygon><outerBoundaryIs><coordinates>151.232420,-33.873959 151.230755,-33.877286 151.235413,-33.878900 151.237078,-33.875573</coordinates></outerBoundaryIs></Polygon>",$dE1511350$eE1511413$fS0335226$gS0335244,0.00000000000000000000000000000000,Daniel,75cfc093464573c53c549444e25f7447774f34ea,03/06/2015,03/06/2015 04:33,,,,
"Balmain, Sheet 54, additions 1896",sydney,georeferenced,Gh46rw0WAWsWmsgVskTapH/201503060436-lRsI1x,a1367071,http://lh6.ggpht.com/DaP8NQK8i3WzlCKk4bcvhRBQTNs9OoWTrxxaWjUqC4XDElOqH9PgKmovhq0AQBR1KHA9Sr5jK0J_lEk5mdRnJl7966Q,6,"-33.859737,151.180337","-33.860837,151.179514","-33.858637,151.181161","<Polygon><outerBoundaryIs><coordinates>151.180584,-33.858637 151.179514,-33.859948 151.180090,-33.860837 151.181161,-33.859525</coordinates></outerBoundaryIs></Polygon>",$dE1511046$eE1511052$fS0335131$gS0335139,0.00019658817574945631123303768639,Rhavinmad,b1e5f59c52a73d731ee19dbf701a81fff903ddaa,03/06/2015,03/06/2015 04:36,,,,
"Waverley ~ Waverley, Sheet 2, 1889",sydney,georeferenced,e8B6DfBfWt80jwt5ac4LPd/201503040336-ftb7ZW,a1367656,http://lh6.ggpht.com/JZKFiANa71fJdlBfz-MdjyWiPxpJBDzFZtM0rN9AaHMzc39Ex62kNZloNmPu9NNkhSuKJXjIhb8vzkSUjXzJMidPJQ,9,"-33.892203,151.247385","-33.894286,151.244428","-33.890121,151.250343","<Polygon><outerBoundaryIs><coordinates>151.245070,-33.890121 151.244428,-33.893888 151.249701,-33.894286 151.250343,-33.890519</coordinates></outerBoundaryIs></Polygon>",$dE1511439$eE1511501$fS0335324$gS0335339,0.00026369202980753561268989493271,Golda,879eb6b1f8b43d6faeec710040dce48308171170,03/04/2015,03/04/2015 03:36,,,,
"Balmain, Sheet 46, 1890",sydney,georeferenced,ae9CR5qM7k4ZD9zpKcshIj/201503052320-X4ooUT,a1367062,http://lh3.ggpht.com/1JpicuieP5dupC703Y1TSq-e0CbhbNJ9gi4TfjcGrHUiYEUbSxxrWhAaISmpCeqJC1-H9qjlIJGgKkIKXZnwl-MHZow,5,"-33.860009,151.177854","-33.862001,151.175216","-33.858017,151.180493","<Polygon><outerBoundaryIs><coordinates>151.175216,-33.859938 151.177312,-33.862001 151.180493,-33.860081 151.178397,-33.858017</coordinates></outerBoundaryIs></Polygon>",$dE1511030$eE1511049$fS0335128$gS0335143,0.00002450581145619907573267835799,Adrian White,8ecb128222dbcad9270ac567c242b8cb100bf444,03/05/2015,03/05/2015 23:20,,,,
"Athlone Place Block No.205 Section No.2, 10.10.25 (col) (updated)",sydney,georeferenced,t3S3isyEgynwyN3TCjYyGV/201501081212-Lx4QZp,a1358117,http://lh5.ggpht.com/4XDvhH5YMVShnFl_Kr7KdAyywAf93MJqvvRx5DRA655W-WMbWPNWieGJ2ntSGOYF-VqBqjwZOC6KjX8Bi3Ai5PpLSw,8,"-33.882209,151.196170","-33.883001,151.194644","-33.881416,151.197696","<Polygon><outerBoundaryIs><coordinates>151.194644,-33.881578 151.194732,-33.883001 151.197696,-33.882840 151.197608,-33.881416</coordinates></outerBoundaryIs></Polygon>",$dE1511140$eE1511151$fS0335253$gS0335258,0.00001050494017017610473986154868,"Chris Burns, Petr Pridal",46d988a7aa583a43135ea6e4087273d34a3b4351,01/08/2015,01/08/2015 12:12,,,,
"Woollahra, Sheet 12, 1888",sydney,georeferenced,SRM5yAn0k4qKcS6FW2p8dx/201410310310-fDZp2q,a1367692,http://lh3.ggpht.com/29dD1mN2OsPFGb-55t9HpG7katddaYF3oHt2OJeUm83K4MoPTTkQ-BjBJSKiHi987bRehOxT0S5PB5gDuhsxzq2Fvg,3,"-33.869743,151.239420","-33.873597,151.238808","-33.865889,151.240032","<Polygon><outerBoundaryIs><coordinates>151.239231,-33.868757 151.240032,-33.873597 151.239609,-33.870728 151.238808,-33.865889</coordinates></outerBoundaryIs></Polygon>",$dE1511419$eE1511424$fS0335157$gS0335224,0.00000000000000710542735760100186,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/31/2014,10/31/2014 03:10,,,,
"City of Sydney, Section L, 1885",sydney,georeferenced,A6fdO7Rp2oIJROV1xBkLFM/201502220308-0EJbWW,a1367542,http://lh4.ggpht.com/F_UTKL69Esg94qPrwevx50gqlGas9xpJLUVrlssIh8oS_NI3UygCwBHT6rZw-MYtvaGc0rfK4Q6K3USEXsADPOuidQ0,4,"-33.872891,151.214648","-33.874689,151.211776","-33.871094,151.217520","<Polygon><outerBoundaryIs><coordinates>151.212334,-33.871094 151.211776,-33.873961 151.216962,-33.874689 151.217520,-33.871822</coordinates></outerBoundaryIs></Polygon>",$dE1511242$eE1511303$fS0335215$gS0335228,0.00000972002147400849306809605954,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,02/22/2015,02/22/2015 03:08,,,,
"Camperdown, Sheet 6, 1890",sydney,georeferenced,Gg9ulzmpgiS1id2YB3MRfa/201503060022-E6LpWX,a1367103,http://lh6.ggpht.com/4hs05Gc_ZJquVud6sYsTI9-Ht4Xe4uPLZo8ptzBKUMgYGLR6lDGhnveSNvv2pY1Ungat_whACJartLSXPtCnlZZNKw,6,"-33.892732,151.175104","-33.894373,151.172972","-33.891092,151.177236","<Polygon><outerBoundaryIs><coordinates>151.172972,-33.892071 151.173994,-33.894373 151.177236,-33.893394 151.176214,-33.891092</coordinates></outerBoundaryIs></Polygon>",$dE1511022$eE1511038$fS0335327$gS0335339,0.00000760025231234011815385645874,Adrian White,8ecb128222dbcad9270ac567c242b8cb100bf444,03/06/2015,03/06/2015 00:22,,,,
"Paddington (in part) & City of Sydney (in part), Sheet 5, 2nd ed. 1893",sydney,georeferenced,RIUrVwH899HWSYn46GlxGN/201412152102-ZvV2mn,a1367292,http://lh4.ggpht.com/zTeZjIoFhQJWrHjscg3gOV-C5zvI0M5u6hwd419_Evzu6EAVpBdMlee6wUl76xqiW7TZOfqYTTmEc1Q996LJZf1Ne1Y,3,"-33.888964,151.229952","-33.890946,151.226661","-33.886982,151.233243","<Polygon><outerBoundaryIs><coordinates>151.226661,-33.886982 151.227417,-33.890209 151.233243,-33.890946 151.232486,-33.887719</coordinates></outerBoundaryIs></Polygon>",$dE1511335$eE1511359$fS0335313$gS0335327,0.00000000000002842170943040400743,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,12/15/2014,12/15/2014 21:02,,,,
"Waverley, Sheet 13, 1890",sydney,georeferenced,8gkjXgs4dnPM1AZnfwC4Rt/201410310403-Zr6uyz,a1367669,http://lh3.ggpht.com/tMb_RcPZJIsonQTlvxQGyIk7Guw6gc7b04KSAnx_MnHFMleW4FusPjcMbBmPjK-jwRuuoDdMfB-5-682nfXS4sMURwWf,8,"-33.900448,151.252341","-33.902139,151.250732","-33.898757,151.253950","<Polygon><outerBoundaryIs><coordinates>151.251402,-33.898757 151.250732,-33.901778 151.253280,-33.902139 151.253950,-33.899118</coordinates></outerBoundaryIs></Polygon>",$dE1511502$eE1511514$fS0335355$gS0335407,0.00004695165789904752153731751219,Chris Burns,1e2a1157b59d446dac8205423e73c03bfdb8b805,10/31/2014,10/31/2014 04:03,,,,
"Waverley, Sheet 18, additions 1892",sydney,georeferenced,Ieyod4r1PXZc27SXsovIof/201502110018-nQcdLw,a1367673,http://lh4.ggpht.com/G9l-YvOAzY7W-cl5-zfYmnX80vVt-AFwaBPU4lIZixIVPD-ZwNVCZaLnhvJiRXSYrcZYlSHcA45H8y-d2dGaoDDP7FGS,10,"-33.892378,151.260789","-33.894335,151.258485","-33.890421,151.263094","<Polygon><outerBoundaryIs><coordinates>151.259185,-33.890421 151.258485,-33.893761 151.262394,-33.894335 151.263094,-33.890994</coordinates></outerBoundaryIs></Polygon>",$dE1511530$eE1511547$fS0335325$gS0335339,0.00010098353772417085984138690469,Glenn Wells,3e756ad56c5d440c6362606e49d79bf33b018cfd,02/11/2015,02/11/2015 00:18,,,,
"Metter's Block No.210; Stott & Hoares Block No.211, 20.11.24 (col)",sydney,georeferenced,VX72p2uigT14wV1eQEGgTZ/201412090840-6YmpSv,a1358121,http://lh4.ggpht.com/varQ_1xLzMrS2PMdyDvNCHEBc83MH6_j03CvDPxAyDlWWiGB15oGStNNnG2vNstKedH4r11g9gh1Gn94nTh104MQnLjy,5,"-33.877570,151.210313","-33.879492,151.208102","-33.875647,151.212523","<Polygon><outerBoundaryIs><coordinates>151.208102,-33.878099 151.210466,-33.879492 151.212523,-33.877040 151.210160,-33.875647</coordinates></outerBoundaryIs></Polygon>",$dE1511229$eE1511245$fS0335232$gS0335246,0.00002163366052430673648642768525,Dalibor Janák,014d60ba3f5b1b175ecf619b208072b339720445,12/09/2014,12/09/2014 08:40,,,,
"Cowan's Block No.136; Clifford Love Block No.138, 4.10.21 (col)",sydney,georeferenced,oeDVvlxtvAldmtT6cA8tmV/201502130323-lHvP1h,a1358035,http://lh3.ggpht.com/1QU3Nf5hikLPjEsjpQGpQ73lZsxCWjE0KI2NnR2ciTWeWf7frbFZ9oXFQIPTCsH_rxapCxrLrCUzVOesaYxBk5YdT8U,5,"-33.865924,151.205013","-33.866803,151.204185","-33.865046,151.205841","<Polygon><outerBoundaryIs><coordinates>151.204366,-33.866803 151.205841,-33.866656 151.205659,-33.865046 151.204185,-33.865193</coordinates></outerBoundaryIs></Polygon>",$dE1511215$eE1511221$fS0335154$gS0335200,0.00000697981812405151459736919392,AdamL,1af8f3ac5b642df978afc99712017752c7187d5e,02/13/2015,02/13/2015 03:23,,,,
"Petersham, Sheet 31, 1891",sydney,georeferenced,9gNIfOwwTO252OtFyCM07K/201502050643-nkpY6b,a1367355,http://lh6.ggpht.com/vRILuHOSrqbQiCVCqFo512qHfjh4x1z5nsLFiCiu0Bj2n9A2tpvDOCDbca9FiD0JF-dVt7ORkwGZXjeWP0CVSqX-0g,5,"15.179182,87.945824","-79.554631,-34.043947","109.912995,209.935594","<Polygon><outerBoundaryIs><coordinates>-34.043947,109.912995 155.678357,-37.423416 209.935594,-79.554631 20.213290,67.781780</coordinates></outerBoundaryIs></Polygon>",$dW0340238$eE2095608$fN1095446$gS0793316,34.35606052121691789125179639086127,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,02/05/2015,02/05/2015 06:43,,,,
"City of Sydney, Sheet K, 1888",sydney,georeferenced,4kyfp0EMtsgND9pfDbHZOS/201412160926-hZ2axY,a1367536,http://lh6.ggpht.com/F9NWzHp-ViMHbRUhDqRf4O5y2PC034IKWUWWWtPdgG-UmMZeMPgyf8pRjAEVMt75JVzOiPRuaJ_ZjdtQk9FzOWN1MuY,6,"-33.871938,151.215551","-33.875550,151.211703","-33.868325,151.219400","<Polygon><outerBoundaryIs><coordinates>151.212270,-33.868325 151.211703,-33.872560 151.218833,-33.875550 151.219400,-33.871315</coordinates></outerBoundaryIs></Polygon>",$dE1511242$eE1511309$fS0335205$gS0335231,0.00008328499279025871856237811519,Klokan Technologies,7a7a62b6f1564b0807e82dfc7305af0113b90e50,12/16/2014,12/16/2014 09:26,,,,
"Alexandria, Sheet 15, 1893",sydney,georeferenced,5IzZbw0jLXIlzlQyBF6YJE/201503052321-6z8DIx,a1367009,http://lh5.ggpht.com/WZvxuXzTe2mVajwwg0h3WTdp-AxjaZCmazkfOEZRTJkj1zxVGg8Xr5ldo9ppYHGzzhOpnVjs8qc75UQxHzijazIApqM,3,"-33.902744,151.200409","-33.904865,151.198025","-33.900622,151.202793","<Polygon><outerBoundaryIs><coordinates>151.198025,-33.901590 151.199755,-33.904865 151.202793,-33.903897 151.201063,-33.900622</coordinates></outerBoundaryIs></Polygon>",$dE1511152$eE1511210$fS0335402$gS0335417,0.00000000000000000000000000000000,RyanV,6d10310f953e47f0c0711de9075dfe6f19df27d8,03/05/2015,03/05/2015 23:21,,,,
"City of Sydney, Sheet B2, 1888",sydney,georeferenced,HrpXykyrft643qtUGJh7em/201502220304-chOgC3,a1367480,http://lh3.ggpht.com/b8UCZaAPZVgIihQ43cSW0A-RRyDHv2WORYZgIvx1xTjTXZEoZ3lutu64sum8PlDfd19x-s5Q2KEklJWZi31kOFFR9A,6,"-33.886108,151.194739","-33.888736,151.192377","-33.883479,151.197102","<Polygon><outerBoundaryIs><coordinates>151.192377,-33.887855 151.195465,-33.888736 151.197102,-33.884360 151.194014,-33.883479</coordinates></outerBoundaryIs></Polygon>",$dE1511132$eE1511149$fS0335300$gS0335319,0.00002303493894126825873103561748,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,02/22/2015,02/22/2015 03:04,,,,
"Redfern, Sheet 15, 2nd ed. 1894",sydney,georeferenced,9MSVaSggrtYFvBtM9sKb2H/201502110409-X3hpAI,a1367384,http://lh5.ggpht.com/3sUYz3NCyI-GtOsJeBrSaPJC4mmaa8iZdWMDNFocCRXbPFt1pwtD86fy9sHia6v1ek8CrLm5zBQR_VOsxIwabd6GyE9g,5,"-33.894227,151.204155","-33.896106,151.202403","-33.892347,151.205907","<Polygon><outerBoundaryIs><coordinates>151.202403,-33.895722 151.205296,-33.896106 151.205907,-33.892732 151.203014,-33.892347</coordinates></outerBoundaryIs></Polygon>",$dE1511208$eE1511221$fS0335332$gS0335345,0.00002050804313400238606179479262,Chad Ajamian,eced79afa5b9196a75ae1a770f9267443bfee301,02/11/2015,02/11/2015 04:09,,,,
"Redfern, Sheet 20, 1888",sydney,georeferenced,3KU1AO2rgvBvzRQuE8l1zA/201502042142-CnmRuJ,a1367391,http://lh3.ggpht.com/dO2nUBq8O-0cBTnwDhbCJEZs5Lj2OKqPjDAlWQP-9nWjrFLEVnFYya-HSj9FSA6mrTZL34g1ibMI2OKAvL_zgSuBmuo,5,"-33.890398,151.199716","-33.892443,151.197873","-33.888353,151.201559","<Polygon><outerBoundaryIs><coordinates>151.197873,-33.891915 151.200777,-33.892443 151.201559,-33.888880 151.198655,-33.888353</coordinates></outerBoundaryIs></Polygon>",$dE1511152$eE1511205$fS0335318$gS0335332,0.00002159026431158403473925880278,MaggieP,d88c68478c46cd23dcf0497a911742fee4712a69,02/04/2015,02/04/2015 21:42,,,,
"Woollahra, Sheet 38, 1893",sydney,georeferenced,Z6qoPc30pb7ldXZt8QWru1/201503032342-WkZUvP,a1367722,http://lh5.ggpht.com/7y8pih_IsR_008nPwSiFJpEFf7wfbu8VWXY0_eMQWUDpE8BDzqX9PfOO5cxEFWUW6YXZOuZ7PCBfn7QxZTjgS63js8bT,6,"-33.879427,151.240328","-33.880586,151.237551","-33.878267,151.243105","<Polygon><outerBoundaryIs><coordinates>151.237579,-33.878307 151.237551,-33.880586 151.243077,-33.880546 151.243105,-33.878267</coordinates></outerBoundaryIs></Polygon>",$dE1511415$eE1511435$fS0335241$gS0335250,0.00005849020915400301317849801608,Golda,879eb6b1f8b43d6faeec710040dce48308171170,03/03/2015,03/03/2015 23:42,,,,
